Code postal,departement,dep_nom,Nom de la structure,Adresse postale,Numero de téléphone,Site Web,Nom Prenom du référent,Mail contact,Activites proposees,Activites-codes,Initions et/ou formations proposées,Formations-codes,Conditions d'acces,acces-codes,Public,publics-codes,APTIC,Date de mise a jour,URL illustration / Logo
44410,44,Loire-Atlantique,Bibliothèque Le Pré aux Livres,14 Rue de la Fontaine 44410 Assérac,240017286,www.asserac.fr,,,Espace de lecture et d'accès numérique.,"LeAc
CuNu","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",gratuit,G,,,,,
44410,44,Loire-Atlantique,Maison de services au public,2 Rue de la Brière 44410 Saint-Lyphard,,,,,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",gratuit,G,,,,,
44410,44,Loire-Atlantique,Maison de services au public (bureau de poste) Saint-Lyphard,2 Rue de la Brière 44410 Saint-Lyphard,,,,,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",gratuit,G,,,,,
44420,44,Loire-Atlantique,Association des Demandeurs d'Emploi du Pays Blanc,Place du Marche 44420 La Turballe,,?,,,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",gratuit,G,,,,,
44420,44,Loire-Atlantique,Complexe sportif et Culturel de la Vigne,Rue de Kercabellec 44420 Mesquer,,?,,,,,,,gratuit,,,,,,
44420,44,Loire-Atlantique,Office de Tourisme,Place de l'Orée du Bois 44420 Mesquer,970210889,http://www.mesquerquimiac.com/office-de-tourisme,,,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",gratuit,G,,,,,
44420,44,Loire-Atlantique,Bibliotheque Anita Conti,Place du Marche 44420 La Turballe,,www.laturballe.fr/info/bibliotheque_anita_conti,,,Espace de lecture et d'accès numérique.,"LeAc
CuNu","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",gratuit,G,,,,,
44430,44,Loire-Atlantique,Comme un roman,2 BIS Rue Saint-Vincent 44430 Le Landreau,,http://bibliotheque.le-landreau.fr/vufind/,Espace de lecture et de documentation et bénéficiant d'un équipement numérique,,Espace de lecture et d'accès numérique.,"LeAc
CuNu","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",gratuit,G,Jeunes-Adultes-Personnes âgées-Famille/enfant,Tp,,,
44430,44,Loire-Atlantique,Les Quatres Vents,4 Rue du Jeu de Paume 44430 Le Loroux-Bottereau,240338276,https://www.mediatheque-loroux-bottereau.net,,,Espace de lecture et d'accès numérique.,"LeAc
CuNu","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",gratuit,G,,,,,
44440,44,Loire-Atlantique,Bibliothèque L'orange bleue,Rue des Chênes 44440 Riaillé,240978592,http://bibliofil.pays-ancenis.fr/,,,Espace de lecture et d'accès numérique.,"LeAc
CuNu","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",gratuit,G,,,,,
44440,44,Loire-Atlantique,Maison des Services au Public du secteur de Riaillé,182 Rue du Cèdre 44440 Riaillé,240973523,https://www.sivom-secteur-riaille.com/,,,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",gratuit,G,,,,,
44440,44,Loire-Atlantique,La Maison de services au public du SIVOM de Riaillé (Joué sur Erdre,182 Rue du Cèdre 44440 Riaillé,,https://www.sivom-secteur-riaille.com/espace-france-services/presentation,,,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",gratuit,G,,,,,
44440,44,Loire-Atlantique,Maison de Services au Public SIVOM du canton de Riaillé,182 Rue du Cèdre 44440 Riaillé,,,,,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",gratuit,G,,,,,
44450,44,Loire-Atlantique,Centre socio-culturel loire divatte,2 Route Félix Praud 44450 Saint-Julien-de-Concelles,240368776,http://assoloiredivatte.centres-sociaux.fr/,,,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",gratuit,G,,,,,
44450,44,Loire-Atlantique,Médiathèque Divatte-sur-Loire,LE CALVAIRE (Barbechat) 44450 Divatte-sur-Loire,02 40 33 37 93,http://www.mediatheque-divatte-sur-loire.fr/,,,,,,,gratuit,,,,,,
44450,44,Loire-Atlantique,Le Passe Muraille,5 Rue des Heurthauds 44450 Saint-Julien-de-Concelles,02 40 36 50 00,https://www.mediatheque-le-passe-muraille.fr,,,Espace de lecture et de documentation ayant un service numérique.,,,,gratuit,,,,,,
44460,44,Loire-Atlantique,Médiathèque Saint Nicolas de Redon,2 Rue de Tabago 44460 Saint-Nicolas-de-Redon,47 644 166,bénéficiaires minima sociaux et demandeurs d'emploi,,,Espace de lecture et d'animation comprenant un point d'accès numérique.,,,,14€ annuel / gratuit : -18 ans,,,,,,
44460,44,Loire-Atlantique,Médiathèque d'Avessac,Rue de Plessé 44460 Avessac,47 652 412,,,,Espace de lecture et d'animation ponctuelle possédant un espace d'accès numérique.,,,,14€ annuel / gratuit : -18 ans,,bénéficiaires minima sociaux et demandeurs d'emploi,De,,,
44480,44,Loire-Atlantique,Médiathèque Jules Verne,13 Rue René Laennec 44480 Donges,240910131,http://mediatheque.ville-donges.fr,,,Espace de lecture et d'accès numérique.,"LeAc
CuNu","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",gratuit,G,,,,,
44490,44,Loire-Atlantique,Office de Tourisme,6 Rue du Pilori 44490 Le Croisic,240230070,http:/www.tourisme-lecroisic.fr/fr,,,Espace de lecture et d'accès numérique.,"LeAc
CuNu","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",gratuit,G,,,,,
44490,44,Loire-Atlantique,CCAS Le Croisic,3 Rue de la Duchesse Anne 44490 Le Croisic,228567900,https://www.loire-atlantique.fr/jcms/classement-des-contenus/lieux/par-types-de-lieu/service/centres-communaux-d-action-sociale-ccas/centre-communal-d-action-sociale-ccas-du-croisic-fr-t1_36195,,,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",gratuit,G,,,,,
44500,44,Loire-Atlantique,Office de Tourisme,8 Place de la Victoire 44500 La Baule-Escoublac,240243444,http://www.labaule-guerande.com,,,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",gratuit,G,,,,,
44500,44,Loire-Atlantique,Médiathèque Henri Queffelec,181 Avenue du Maréchal de Lattre de Tassigny 44500 La Baule-Escoublac,240241881,http://www.labaule.fr/bibliotheque-henri-queffelec,,,Espace de lecture et d'accès numérique.,"LeAc
CuNu","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",gratuit,G,,,,,
44500,44,Loire-Atlantique,Pôle emploi,3 BIS Avenue des Noelles 44500 La Baule-Escoublac,972723949,https://www.pole-emploi.fr/annuaire/la-baule-guerande-44016,,,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",gratuit,G,,,,,
44510,44,Loire-Atlantique,Espace jeunes du Pouliguen,4 Rue Paul Lesage 44510 Le Pouliguen,615209605,https://www.annuaire-administration.com/cij/point-information-jeunesse-du-pouliguen-cij-44135-01.html,,,"Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",cotisation annuelle : 15€ pour les habitants / 20€ hors-commune,CondP,Espace jeunes à destination des 16-25 ans. Accès libre.,J,,,
44520,44,Loire-Atlantique,Bibliothèque La Meilleraye-de-Bretagne,72 Rue des Frères Temple 44520 La Meilleraye-de-Bretagne,228504478,http://www.cc-castelbriantais.fr/reseau-des-bibliotheques,Lieu de lecture et d'activités.,,Espace de lecture et d'accès numérique.,"LeAc
CuNu","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",gratuit,G,,,,,
44520,44,Loire-Atlantique,Blibliothèque Issé,2 Rue du Chêne Piraud 44520 Issé,240551756,http://www.cc-castelbriantais.fr/reseau-des-bibliotheques,,,Espace de lecture et d'accès numérique.,"LeAc
CuNu","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",gratuit,G,,,,,
44521,44,Loire-Atlantique,Bibliothèque La Forge aux livres,Rue Saint-Jéréme 44521 Couffé,240963728,http://bibliofil.pays-ancenis.fr/,,,Espace de lecture et d'accès numérique.,"LeAc
CuNu","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",gratuit,G,,,,,
44521,44,Loire-Atlantique,Bibliothèque Moisdon-la-rivière,Place de l'église 44520 Moisdon-la-Rivière,02 40 07 59 88,http://www.cc-castelbriantais.fr/reseau-des-bibliotheques,,,Espace de lecture et d'accès numérique.,"LeAc
CuNu","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",gratuit,G,,,,,
44522,44,Loire-Atlantique,Bibliothèque Les Milles et Une Pages,Boulevard des Arts/Rue des Arts 44522 Mésanger,240968687,http://bibliofil.pays-ancenis.fr/,,,Espace de lecture et d'accès numérique.,"LeAc
CuNu","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",gratuit,G,,,,,
44530,44,Loire-Atlantique,Médiathèque de Sévérac,2 Rue de la Gagnerie 44530 Sévérac,240887323,http://www.cc-paysdepontchateau.fr/contacts/bibliotheque-de-severac-2/,,,Espace de lecture et d'accès numérique.,"LeAc
CuNu","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",Abonnement 11€ par an,CondP,,,,,
44530,44,Loire-Atlantique,Mission locale Saint-Gildas-des-bois,17 Rue des Forges 44530 Saint-Gildas-des-Bois,240015584,http://www.cc-paysdepontchateau.fr/contacts/mission-locale-rurale-du-sillon,,,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",gratuit,G,,,,,
44530,44,Loire-Atlantique,Médiathèque de Guenrouèt,12 Rue André Caux 44530 Guenrouet,240878006,http://www.guenrouet.fr/la-bibliotheque-intercommunale,,,,,,,gratuit,G,,,,,
44530,44,Loire-Atlantique,Relais CAF,4 Rue de la Roche Buttée 44530 Guenrouet,,https://www.maisondeservicesaupublic.fr/content/guenrouet-bureau-de-poste,,,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",gratuit,G,,,,,
44530,44,Loire-Atlantique,Bibliothèque de Saint Gildas des Bois,17 Rue des Forges 44530 Saint-Gildas-des-Bois,02 40 66 74 64,paysdepontchateau.fr/contacts/bibliotheque-de-st-gildas-des-bois,,,Espace de lecture et d'accès numérique.,"LeAc
CuNu","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",gratuit,G,,,,,
44530,44,Loire-Atlantique,Médiathèque de Drefféac,1 Rue des Saules 44530 Drefféac,240176054,www.cc-paysdepontchateau.fr/contacts/bibliotheque-de-dreffeac-2,,,Espace de lecture et d'accès numérique.,"LeAc
CuNu","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",gratuit,G,,,,,
44530,44,Loire-Atlantique,Maison de service au public,Rue de la Roche Buttée 44530 Guenrouet,,,,,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",gratuit,G,,,,,
44530,44,Loire-Atlantique,Maison de services au public,4 Rue de la Roche Buttée 44530 Guenrouet,,,,,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",,,,,,,
44540,44,Loire-Atlantique,Bibliothèque Les mots passants,18 Avenue Charles Henri de Cosse Brissac (Saint-Mars-la-Jaille) 44540 Vallons-de-l'Erdre,240973726,http://bibliofil.pays-ancenis.fr/,,,Espace de lecture et d'accès numérique.,"LeAc
CuNu","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",gratuit,G,,,,,
44550,44,Loire-Atlantique,Médiathèque Colette,Rue Jean Macé 44550 Saint-Malo-de-Guersac,240911021,http://mediatheque-colette.opac3d.fr/search.php?action=Accueil,,,Espace de lecture et d'accès numérique.,"LeAc
CuNu","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",gratuit,G,,,,,
44550,44,Loire-Atlantique,Médiathèque municipale Barbara,7 Rue de Berry 44550 Montoir-de-Bretagne,240701151,http://www.mediatheque-montoir.fr,,,Espace de lecture et d'accès numérique.,"LeAc
CuNu","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",gratuit,G,,,,,
44550,44,Loire-Atlantique,CCAS Montoir-de Bretagne,65 Rue Jean Jaurès 44550 Montoir-de-Bretagne,240454508,http://www.montoirdebretagne.fr/Vivre-ensemble/L-action-sociale,Centre Communale d'Action Sociale,,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",gratuit,G,,,,,
44550,44,Loire-Atlantique,START'AIR Jeunes,3 Rue Pablo Neruda 44550 Montoir-de-Bretagne,240451192,http://www.startair.fr/montoir-de-bretagne,,,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",gratuit,G,,,,,
44550,44,Loire-Atlantique,Start'Air Jeunes Saint-Malo-de-Guersac,52 Rue Aristide Briand 44550 Saint-Malo-de-Guersac,240539612,http://www.startair.fr/saint-malo-de-guersac,,,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",Habitant de Saint-Malo-de-Guersac : 7€ par an,CondP,,,,,
44560,44,Loire-Atlantique,Centre socioculturel intercommunal Espace multimédia ACCES CYB,33 Boulevard Dumesnildot 44560 Paimboeuf,,https://www.csc-mireillemoyon.fr/ateliers-de-loisirs/ateliers-tout-public.html,,,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",,,,,,,
44570,44,Loire-Atlantique,Cybercentre Trignac,9 Rue Jean Jaurès 44570 Trignac,,http://atlc-cybercentre-trignac.e-monsite.com/,,,"Prise en main du matériel
Prise en main des logiciels de base
Premiers pas sur internet
Démarches administratives en ligne
Approfondissement logiciels
Approfondissement internet
Culture numérique
Conseils","PrMa
PrLo
PrIn
DeAd
ApLo
ApIn
CuNu
Co","Initiations
Formation individuelles
Formations collectives
Accompagnements collectifs
Accompagnements individuels
Autonomie","FoCo
FoIn
In
AcCo
AcIn
Au",12€ l'atelier + 8 € cotisation ATLC,CondP,,,,,
44570,44,Loire-Atlantique,cybercentre reseau cyber-base-trignac,9 Rue Jean Jaurès 44570 Trignac,O2 40 00 65 28,http://cybercentre-trignac/,,,"Prise en main du matériel
Prise en main des logiciels de base
Premiers pas sur internet
Démarches administratives en ligne
Approfondissement logiciels
Approfondissement internet
Culture numérique
Conseils","PrMa
PrLo
PrIn
DeAd
ApLo
ApIn
CuNu
Co","Initiations
Formation individuelles
Formations collectives
Accompagnements collectifs
Accompagnements individuels
Autonomie","FoCo
FoIn
In
AcCo
AcIn
Au",,,,,,,
44570,44,Loire-Atlantique,Médiathèque Municipale de Trignac,Rue Émile Combes 44570 Trignac,240903266,http://www.mairie-trignac.fr/contacts/mediatheque-municipale,,,Espace de lecture et d'accès numérique.,"LeAc
CuNu","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",gratuit,G,,,,,
44570,44,Loire-Atlantique,Pôle emploi Trignac,7 Avenue Barbara 44570 Trignac,09 72 72 39 49,https://www.pole-emploi.fr/annuaire/trignac-44194,,,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",gratuit,G,,,,,
44570,44,Loire-Atlantique,Start'Air Jeunes,Allée des Prunus 44570 Trignac,,,,,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",gratuit,G,,,,,
44580,44,Loire-Atlantique,Maison de services au public,15 Rue de la Taillée (Bourgneuf-en-Retz) 44580 Villeneuve-en-Retz,,,,,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",gratuit,G,,,,,
44590,44,Loire-Atlantique,Cyber-base emploi,14 Rue de la Garlais 44590 Derval,02 40 07 25 81,http://derval.cyber-base.org/,Communauté de communes du secteur de Derval,cybercentre@cc-derval.fr,"Prise en main du matériel
Prise en main des logiciels de base
Premiers pas sur internet
Démarches administratives en ligne
Approfondissement logiciels
Approfondissement internet
Culture numérique
Conseils","PrMa
PrLo
PrIn
DeAd
ApLo
ApIn
CuNu
Co","Initiations
Formation individuelles
Formations collectives
Accompagnements collectifs
Accompagnements individuels
Autonomie","FoCo
FoIn
In
AcCo
AcIn
Au",Profil(s): Enfants Jeunes Etudiants Adultes Parents Seniors Demandeurs d’emploi Tarifs: Un abonnement annuel est nécessaire pour profiter des activités de l’espace avec une distinction géographique selon la résidence sur le territoire de la Communauté de,CondP,Jeunes-Adultes-Personnes âgées-Famille/enfant,Tp,,,
44590,44,Loire-Atlantique,Médiathèque de Derval,15 Rue de la Tour Saint-Clair 44590 Derval,240280396,http://www.biblios-ccsd.net,,,Espace de lecture et d'accès numérique.,"LeAc
CuNu","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",gratuit,G,,,,,
44590,44,Loire-Atlantique,Médiathèque de Lusanger,1 Rue de la Gare 44590 Lusanger,,http://www.biblios-ccsd.net/,,,Espace de lecture et d'accès numérique.,"LeAc
CuNu","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",gratuit,G,,,,,
44590,44,Loire-Atlantique,Médiathèque de Mouais,3 Place de l'église 44590 Mouais,240076734,http://www.biblios-ccsd.net/,,,Espace de lecture et d'accès numérique.,"LeAc
CuNu","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",gratuit,G,,,,,
44590,44,Loire-Atlantique,"Mairie Saint Vincent des Landes
",17 Rue de la Mairie 44590 Saint-Vincent-des-Landes,,http://www.mairie-stvincentdeslandes.fr/,,,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",gratuit,G,,,,,
44590,44,Loire-Atlantique,Maison de l'emploi Derval,14 Rue de la Garlais 44590 Derval,240818226,http://www.mde-chateaubriant-derval.fr/site-de-derval/,,,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",gratuit,G,,,,,
44590,44,Loire-Atlantique,Médiathèque de Sion-les-Mines,1 Place du Breil 44590 Sion-les-Mines,,https://mediatheques.cc-chateaubriant-derval.fr/accueil/sion_les_mines,,,Espace de lecture et d'accès numérique.,"LeAc
CuNu","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",gratuit,G,,,,,
44590,44,Loire-Atlantique,Axetic,45 Rue de Châteaubriant 44590 Sion-les-Mines,,https://sites.google.com/site/axetic44,,,création de site web,,,,,,,,,,
44600,44,Loire-Atlantique,Maison de quartier de l'Immaculée- Beauregard,Route du Point du Jour 44600 Saint-Nazaire,,http:// www.fmq-saintnazaire.fr/bienvenue/index.php/les-maisons-de-quartier/immaculee-beauregardr,,,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",sur Rendez-vous.,CondP,,,,,
44600,44,Loire-Atlantique,Maison de quartier Kerlédé,70 Rue Ferdinand Buisson 44600 Saint-Nazaire,240535000,http:// www.fmq-saintnazaire.fr/bienvenue/index.php/les-maisons-de-quartier/kerlede,,,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",gratuit,G,,,,,
44600,44,Loire-Atlantique,Maison de quartier de Méan- Penhoë,1 Rue Émile Combes 44600 Saint-Nazaire,240660450,http:// www.fmq-saintnazaire.fr/bienvenue/index.php/les-maisons-de-quartier/mean-penhoet,,,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",gratuit,G,,,,,
44600,44,Loire-Atlantique,Espace Multimédia Léo Lagrange,1 BIS Rue des Ajoncs 44600 Saint-Nazaire,228559973,http://espacemultimedia.over-blog.org/,,,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",gratuit,G,,,,,
44600,44,Loire-Atlantique,Maison de quartier La Bouletterie,29 Rue des Frènes 44600 Saint-Nazaire,240703522,http://www.fmq-saintnazaire.fr/bienvenue/index.php/les-maisons-de-quartier/la-bouletterie,,,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",gratuit,G,,,,,
44600,44,Loire-Atlantique,Maison de quartier La Chesnaie,1 BIS Rue des Ajoncs 44600 Saint-Nazaire,228559990,http://www.fmq-saintnazaire.fr/bienvenue/index.php/les-maisons-de-quartier/la-chesnaie,,,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",gratuit,G,,,,,
44600,44,Loire-Atlantique,Médiathèque Etienne Caux,6 Rue Auguste Baptiste Léchöet 44600 Saint-Nazaire,,http://www.mediatheque.mairie-saintnazaire.fr,,,Espace de lecture et d'accès numérique.,"LeAc
CuNu","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",,CondP,,,,,
44600,44,Loire-Atlantique,Ecole d'Arts - Ateliers numériques,24 Avenue Léon Blum 44600 Saint-Nazaire,47272408,https://beauxartsnantes.fr/biblioth%C3%A8que-beaux-arts-nantes,,,Création numérique Utilisation de logiciel payant (photoshop),"PrMa
PrLo
CuNu
CuFa","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",Ateliers: 30€ pour les habitants20€ pour les -25ans 60€ hors-commune 40€ pour -25ans hors-communeaccès à l'ordinateur et libre et gratuit,CondP,,,,,
44600,44,Loire-Atlantique,"Centre Information Jeunesse ""La Source""","46 rue d'Anjou
44606 Saint-Nazaire",,https://lasource.saintnazaire.fr/accueil,,,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",,,,,,,
44600,44,Loire-Atlantique,La source,46 Rue d'Anjou 44600 Saint-Nazaire,,https://lasource.saintnazaire.fr/la-prog/tes-plein-de-ressources-atelier-programmation-la-source-12416,,,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",Abonnement 2€ par an,CondP,,,,,
44600,44,Loire-Atlantique,Mission Locale de l'Agglomération Nazairienne,215 Boulevard du Docteur René Laennec 44600 Saint-Nazaire,240225030,https://www.facebook.com/missionlocaleagglomerationnazairienne,,,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",gratuit,G,,,,,
44600,44,Loire-Atlantique,Relais CAF,2 Place Pierre Semard 44600 Saint-Nazaire,0 810 25 44 10,https://www.loire-atlantique.fr/jcms/classement-des-contenus/par-territoire/communaute-d-agglomeration-de-la-region-nazairienne-et-de-l-estuaire/caf-antenne-de-saint-nazaire-fr-p1_638486,,,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",gratuit,G,,,,,
44600,44,Loire-Atlantique,C.C.A.S Centre Communal Action Sociale,37 Rue Pierre Mendès France 44600 Saint-Nazaire,240171999,https://www.loire-atlantique.fr/jcms/classement-des-contenus/par-territoire/communaute-d-agglomeration-de-la-region-nazairienne-et-de-l-estuaire/centre-communal-d-action-sociale-ccas-de-saint-nazaire-fr-t1_35938,,,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",gratuit,G,,,,,
44600,44,Loire-Atlantique,Pôle emploi,10 Boulevard de l'Université 44600 Saint-Nazaire,09 72 72 39 49,https://www.pole-emploi.fr/annuaire/st-nazaire-44021,,,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",gratuit,G,,,,,
44600,44,Loire-Atlantique,Le Local,48 Rue Edgar Degas 44600 Saint-Nazaire,,,,,Des ateliers collectifs.,,,,gratuit,G,,,,,
44600,44,Loire-Atlantique,Maison de quartier d'Avalix,3 Rue du Docteur Albert Calmette 44600 Saint-Nazaire,,,,,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",adultes : 7€ enfants et jeunes jusqu'à 25 ans : 4€ familles : 11€ associations : 30€,CondP,,,,,
44600,44,Loire-Atlantique,Médiathèque Anne-Frank,51 Boulevard émile Broodcoorens 44600 Saint-Nazaire,,,,,Ateliers numériques Jeux-vidéos,"PrMa
PrLo
CuNu
CuFa","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",gratuit,G,,,,,
44610,44,Loire-Atlantique,MAIRIE D'INDRE,Avenue de la Loire 44610 Indre,02 40 85 45 88,http://www.indre44.fr/,,,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",,,,,,,
44610,44,Loire-Atlantique,Le Tiers Lieu - ERN,2 Rue du Stade 44610 Indre,,,,,"Prise en main du matériel
Prise en main des logiciels de base
Premiers pas sur internet
Démarches administratives en ligne
Approfondissement logiciels
Approfondissement internet
Culture numérique
Conseils","PrMa
PrLo
PrIn
DeAd
ApLo
ApIn
CuNu
Co","Initiations
Formation individuelles
Formations collectives
Accompagnements collectifs
Accompagnements individuels
Autonomie","FoCo
FoIn
In
AcCo
AcIn
Au",,,,,,,
44630,44,Loire-Atlantique,Médiathèque du Plessé,3 Espace des 3 Lieux 44630 Plessé,,,,,Espace de lecture et d'accès numérique.,"LeAc
CuNu","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",14€ annuel / gratuit : -18 ans,CondP,bénéficiaires minima sociaux et demandeurs d'emploi,De,,,
44650,44,Loire-Atlantique,Bibliothèque de Legé,37 Rue de la Chaussée 44650 Legé,228216220,http://bibliotheque-lege.opac3d.fr/search.php?action=Accueil,,,Espace de lecture et d'accès numérique.,"LeAc
CuNu","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",gratuit,G,,,,,
44650,44,Loire-Atlantique,Bibliothèque de Corcoué-sur-Logne,5 Place du Marche 44650 Corcoué-sur-Logne,240058728,http://laplaceauxlivres.opac3d.fr,,,Espace de lecture et d'accès numérique.,"LeAc
CuNu","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",gratuit,G,,,,,
44660,44,Loire-Atlantique,Bibliotheque de Rougé,1 Rue du Vieux Rouge 44660 Rougé,,http://castelbriantais.e-sezhame.fr/node/content/nid/14408,,,Espace de lecture et d'accès numérique.,"LeAc
CuNu","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",Gratuite pour les résidents du territoire,CondP,,,,,
44660,44,Loire-Atlantique,Bibliotheque de Ruffigné,Rue des Jonquilles 44660 Ruffigné,02 28 04 02 71,http://castelbriantais.e-sezhame.fr/node/content/nid/14409,,,Espace de lecture et d'accès numérique.,"LeAc
CuNu","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",,,,,,,
44660,44,Loire-Atlantique,Bibliotheque de Soulvache,2 Rue de la Brutz 44660 Soulvache,240077615,http://www.cc-castelbriantais.fr/reseau-des-bibliotheques,,,Espace de lecture et d'accès numérique.,"LeAc
CuNu","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",,,,,,,
