conum_id,Code postal,departement,dep_nom,Nom de la structure,Adresse postale,Numero de téléphone,Site Web,Nom Prenom du référent,Mail contact,Activites proposees,Activites-codes,Initions et/ou formations proposées,Formations-codes,Conditions d'acces,acces-codes,Public,publics-codes,APTIC,Date de mise a jour,URL illustration / Logo,lat,lon,result_label
conum_305_,49310,49,Maine-et-Loire,Centre socio-culturel Le Coin de la rue,2 Rue du Comte de Champigny 49310 Vihiers,02 41 96 90 40,https://www.csc-lecoindelarue.fr/,NC,accueil@csc-lecoindelarue.fr,Prise en main du matérielPrise en main des logiciels de basePremiers pas sur internet Démarches administratives en ligneConseils,PrMa-PrLo-PrIn-DeAd-Co,Accompagnements collectifsAccompagnements individuels AutonomieInitiations,AcCo- AcIn- Au- In,Gratuit,G,Tout public,Tp,Non,23/07/2020,,47.146445,-0.533605,2 Rue du Comte de Champagny 49310 Lys-Haut-Layon
conum_306_,49312,49,Maine-et-Loire,Médiathèque Élie Chamard,Rue Travot 49312 Cholet,02 41 76 34 50,https://e-changes.cholet.fr/default/mediatheque-elie-chamard.aspx,NC,https://e-changes.cholet.fr/default/contact.aspx,Prise en main du matériel Prise en main des logiciels de base Premiers pas sur internet Culture numérique  Lecture & activités,PrMa--PrLo--PrIn--CuNu--LeAc,Echange de savoirs  Accompagnements collectifs Autonomie,AcCo- Au- EcSa,Gratuit,G,Tout public,Tp,Non,,,47.060447,-0.880248,Rue Travot 49300 Cholet
conum_307_,49320,49,Maine-et-Loire,Résidence Pannetier,81 Rue du Verdun 49320 Brissac-Quincé,02 41 25 10 74,https://www.brissacloireaubance.fr/ateliers-numeriques-2/,NC,ateliersnumeriques@brissacloireaubance.fr,Prise en main du matériel Prise en main des logiciels de base Premiers pas sur internet,PrMa-PrLo--PrIn,Initiations,In,Adhesion,,Tout public,Tp,Non,23/07/2020,,47.358164,-0.45022,81 Rue de Verdun 49320 Brissac Loire Aubance
conum_308_,49321,49,Maine-et-Loire,Pôle Emploi Cholet,24 Rue du Carteron 49321 Cholet,02 41 84 13 15,https://www.pole-emploi.fr/annuaire/cholet-49019,NC,NC,Prise en main du matériel Prise en main des logiciels de base Premiers pas sur internet Démarches administratives en ligne,PrMa--PrLo--PrIn--DeAd,Accompagnements individuels  Autonomie  Initiations,AcIn- In- Au,Gratuit,G,Demandeurs Emploi,De,Non,,,47.048436,-0.869602,24 Rue du Carteron 49300 Cholet
conum_309_,49330,49,Maine-et-Loire,Bibliothèque de Châteauneuf-sur-Sarthe - L'Attire-Lire,18 Rue tranchepied 49330 Châteauneuf-sur-Sarthe,02 41 61 15 50,https://valleesduhautanjou.fr,NC,reseau.bibliotheques@valleesduhautanjou.fr,Lecture & activités,LeAc,Autonomie,Au,Gratuit,G,Tout public,Tp,Non,NR,,47.679698,-0.491881,18 Rue Tranchepied 49330 Les Hauts-d'Anjou
conum_310_,49330,49,Maine-et-Loire,Bibliothèque de Marigné,Rue Max Richard 49330 Marigné,02 41 94 70 60,https://valleesduhautanjou.fr,NC,reseau.bibliotheques@valleesduhautanjou.fr,Lecture & activités,LeAc,Autonomie,Au,Gratuit,G,Tout public,Tp,Non,,,47.722637,-0.617424,Rue Max Richard 49330 Les Hauts-d'Anjou
conum_311_,49330,49,Maine-et-Loire,CAF Châteauneuf-sur-Sarthe,2 Rue des Fontaines 49330 Châteauneuf-sur-Sarthe,02 41 94 94 14,https://annuaire.action-sociale.org/CAF/CAF-49080-01-caf-du-maine-et-loire---accueil-de-chateauneuf-sur-sarthe.html,NR,NR,Démarches administratives,DeAd,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,NR,NR,NR,NR,NR,NR,,47.679667,-0.487048,2 Rue des Moulins (Châteauneuf-sur-Sarthe) 49330 Les Hauts-d'Anjou
conum_312_,49330,49,Maine-et-Loire,L'archy'Made- Cybercentre Haut Anjou,14 ter Allée de la Passion 49330 Champigné,02 40 98 26 76,http://cybercentrehautanjou.fr,NC,cybercentrehautanjou@orange.fr,Prise en main du matériel Prise en main des logiciels de base Premiers pas sur internet  Approfondissement logiciels Approfondissement internet,PrMa---PrLo--PrIn--ApLo--ApIn,Accompagnements individuels Formations collectives Autonomie,AcIn- FoCo- Au,Adhesion,,Tout public,Tp,Non,,,47.662879,-0.572161,Allée de la Passion 49330 Les Hauts-d'Anjou
conum_313_,49330,49,Maine-et-Loire,MSAP de Châteauneuf-Sur-Sarthe,2 rue des Fontaines 49330 Châteauneuf-sur-Sarthe,02 52 59 75 90,https://www.maisondeservicesaupublic.fr/content/des-vallees-du-haut-anjou-chateauneuf-sur-sarthe,NC,msap@valleesduhautanjou.fr,Prise en main du matériel Prise en main des logiciels de base Premiers pas sur internet Démarches administratives en ligne,PrMa--PrLo--PrIn--DeAd,Accompagnements collectifs Accompagnements individuels Autonomie,AcCo- AcIn- Au,Gratuit,G,Tout public Demandeur Emploi,Tp- De,Non,23/07/2020,,47.679667,-0.487048,2 Rue des Moulins (Châteauneuf-sur-Sarthe) 49330 Les Hauts-d'Anjou
conum_314_,49340,49,Maine-et-Loire,CSI Chloro'fil,40bis Rue de la Libération 49340 Nuaillé,02 41 63 06 33,https://csichlorofil.centres-sociaux.fr/,NC,chlorofil@wanadoo.fr,Prise en main du matériel Prise en main des logiciels de base Premiers pas sur internet,PrMa--PrLo--PrIn,Echange de savoirs Autonomie,Au- EcSa,Gratuit,G,Tout public,Tp,Non,,,47.096773,-0.788113,40 bis Rue de la Libération 49340 Nuaillé
conum_315_,49350,49,Maine-et-Loire,Bibliothèque municipale Gennes,"""Château de la Roche"" Route de Louerre 49350 Gennes",02 41 57 81 85,bibliotheques-gennesvaldeloire.fr,NC,bibliotheque@gennesvaldeloire.fr,Lecture & activités,LeAc,Autonomie,Au,Gratuit,G,Tout public,Tp,Non,NR,,47.336317,-0.244735,Route de Louerre 49350 Gennes-Val-de-Loire
conum_316_,49350,49,Maine-et-Loire,Cyberpoint des Rosiers-sur-Loire,15 Rue du Mail 49350 Les Rosiers-sur-Loire,02 41 79 78 77,https://saumur-pom.c3rb.org/le-reseau-des-bibliotheques-de-lagglo/cybercentre-longue-jumelles/2898-cybercentres-loire-longue,NC,pole.multimedia@agglo-saumur.fr,Prise en main du matériel Prise en main des logiciels de base Premiers pas sur internet  Approfondissement logiciels Approfondissement internet,PrMa--PrLo-PrIn-ApLo-ApIn,Accompagnements collectifs Initiations  Autonomie,AcCo- In- Au,Gratuit,G,Tout public,Tp,Non,,,47.350585,-0.224175,15 Rue du Mail (Les Rosiers-sur-Loire) 49350 Gennes-Val-de-Loire
conum_317_,49370,49,Maine-et-Loire,Bibliothèque de Bécon Les Granits,25 Rue d'Angers 49370 Bécon-Les-Granits,02 41 45 30 30,https://www.valleesduhautanjou.fr,NC,reseau.bibliotheques@valleesduhautanjou.fr,Lecture & activités,LeAc,Autonomie,Au,Gratuit,G,Tout public,Tp,Non,,,47.503281,-0.798227,25 Rue d'Angers 49370 Bécon-les-Granits
conum_318_,49370,49,Maine-et-Loire,Bibliothèque de La Pouëze,3 Cours de l'Arquenay 49370 Erdre-En-Anjou,02 41 77 74 29,http://bibliothequelapoueze.free.fr/,NC,bibliothequelapoueze@free.fr,Lecture & activités,LeAc,Autonomie,Au,Gratuit,G,Tout public,Tp,Non,,,47.552014,-0.809967,3 Cour d'Arquenay 49220 Erdre-en-Anjou
conum_319_,49370,49,Maine-et-Loire,Bibliothèque de Villemoisan,3 Rue de la Commanderie 49370 Villemoisan,NR,https://www.valleesduhautanjou.fr,NC,reseau.bibliotheques@valleesduhautanjou.fr,Lecture & activités,LeAc,Autonomie,Au,Gratuit,G,Tout public,Tp,Non,NR,,47.46502,-0.893073,3 Rue de la Commanderie 49370 Val d'Erdre-Auxence
conum_320_,49370,49,Maine-et-Loire,Bibliothèque du Louroux-Béconnais,5 Place de la mairie 49370 Le Louroux-Béconnais,02 41 80 60 19,https://www.valleesduhautanjou.fr,NC,reseau.bibliotheques@valleesduhautanjou.fr,Lecture & activités,LeAc,Autonomie,Au,Gratuit,G,Tout public,Tp,Non,,,47.521859,-0.884168,5 Place de la Mairie 49370 Val d'Erdre-Auxence
conum_321_,49380,49,Maine-et-Loire,Centre Socio Culturel des Coteaux du Layon,Neufbourg  Thouarcé 49380 Bellevigne en Layon,02 41 52 04 01,https://coteauxdulayon.centres-sociaux.fr/centre-socioculturel/,NC,csc.thouarce@wanadoo.fr,Démarches administratives en ligne,DeAd,Accompagnements individuels Accompagnements collectifs Initiations  Autonomie,AcCo- AcIn- In- Au,Adhesion,,Tout public,Tp,Non,NR,,47.267614,-0.502212,Parc du Neufbourg 49380 Bellevigne-en-Layon
conum_322_,49390,49,Maine-et-Loire,Bibliothèque de Vernantes,28 Rue de Jalesnes 49390 Vernantes,02 41 59 77 09,NC,NC,biblio.vernantes@orange.fr,Prise en main du matériel Prise en main des logiciels de base Premiers pas sur internet  Culture numérique  Lecture & activités,PrMa--PrLo--PrIn--CuNu--LeAc,Autonomie  Initiations,AcCo,Gratuit,G,Tout public,Tp,Non,NR,,47.393475,0.049893,28 Rue de Jalesnes 49390 Vernantes
conum_323_,49390,49,Maine-et-Loire,Club d'Initiation et de Perfectionnement en informatique,Place de la Mairie 49390 Vernantes,02 41 59 13 13,http://www.vernantes.fr/associations/autres-associations/item/club-d-initiation-et-de-perfectionnement-en-informatique?category_id=9,NR,NR,Prise en main du matérielPrise en main des logiciels de basePrise en main des logiciels de basePremiers pas sur internetDémarches administratives en ligneApprofondissement logicielsApprofondissement internetCulture numérique,PrMa-PrLo-PrIn-DeAd-ApLo-ApIn-CuNu,Formations collectivesFormations individuellesInitiationsAccompagnements collectifsAccompagnements individuelsAutonomie,FoCo-FoIn-In-AcCo-AcIn-Au,NR,NR,NR,NR,NR,,,47.393829,0.05318,Place de la Mairie 49390 Vernantes
conum_324_,49390,49,Maine-et-Loire,Club Initiation Perfectionnement Informatique,Rue de la Chambardière 49390 Vernoil-le-Fourrier,02 41 59 18 53,http://www.vernoil.mairie49.fr/un-club-informatique,NC,NC,Prise en main du matériel Prise en main des logiciels de base Premiers pas sur internet  Approndissement logiciels Appronfondissement internet,PrMa--PrLo--PrIn--ApLo--ApIn,Initiations  Accompagnements collectifs,AcCo- In,Adhesion  Payant,P,Séniors  Tout public,Tp- S,Non,15/05/2020,,47.38578,0.076878,Rue de la Chambardeliere 49390 Vernoil-le-Fourrier
conum_325_,49390,49,Maine-et-Loire,Cyberpoint Bibliothèque de Vernantes,28 Rue de Jalesne 49390 Vernantes,02 41 31 75 35,http://www.vernantes.fr/associations/item/cyberpoint-de-vernantes,NC,cybercentres@agglo-samur.fr,Prise en main du matériel Prise en main des logiciels de base Premiers pas sur internet  Approfondissement logiciels Approfondissement internets,PrMa--PrLo--PrIn--ApLo--ApIn,Accompagnements collectifs Initiations  Autonomie,AcCo- In- Au,Adhesion,,Tout public,Tp,Non,NR,http://www.vernantes.fr/images/associations/cyberpoint-de-vernantes/logo/cybercentre-loire-longue.jpg,47.393475,0.049893,28 Rue de Jalesnes 49390 Vernantes
conum_326_,49400,49,Maine-et-Loire,AFRIEJ Culture et Loisirs,8 Rue de l'Échallier 49400 Distré,02 41 67 34 2702 41 53 67 65,https://www.famillesrurales.org/afriej/,NC,animationfamille.afriej@gmail.com,Prise en main du matériel Prise en main des logiciels de base Premiers pas sur internet,PrMa--PrLo--PrIn,Accompagnements collectifs,AcCo,Gratuit,G,Tout public,Tp,Non,,,47.220567,-0.113841,8 Rue de l'Echallier 49400 Distré
conum_327_,49400,49,Maine-et-Loire,CS Jacques Percereau,925 Avenue François Mitterand 49400 Saumur,02 41 32 67 58,https://www.ville-saumur.fr/sport-et-loisirs/espace-jacques-percereau,NC,n.perrot@ville-saumur.fr,Prise en main du matériel Prise en main des logiciels de base Premiers pas sur internet  Démarches administratives en ligne,PrMa---PrLo--PrIn--DeAd,Accompagnements collectifs Accompagnements individuels Autonomie,AcCo- AcIn- Au,Gratuit,G,Tout public,Tp,Non,,,47.246104,-0.077191,925 Avenue Francois Mitterrand 49400 Saumur
conum_328_,49400,49,Maine-et-Loire,L'@telier,31 Rue du Portail Louis 49400 Saumur,02 41 32 68 13,https://atelier.city/,NC,contact@atelier.city,Culture numérique,CuNu,Autonomie,Au,NC,,Tout public,Tp,Non,43953,,47.258474,-0.078659,31 Rue du Portail Louis 49400 Saumur
conum_329_,49400,49,Maine-et-Loire,Loisirs Pour Tous,Salle des Loisirs 49400 Villebernier,02 41 32 67 58,https://www.facebook.com/Loisirs-pour-tous-Villebernier-120161588335509/,NC,loisirs.pour.tous.villebernier@gmail.com,Prise en main du matériel Prise en main des logiciels de base Premiers pas sur internet,PrMa--PrLo--PrIn,Accompagnements collectifs Initiations,AcCo- In,Gratuit,G,Tout public,Tp,Non,NR,,47.253435,-0.026957,Le Hameau des Iris 49400 Villebernier
conum_330_,49400,49,Maine-et-Loire,Mairie de Souzay-Champigny,52 Route des Ducs d’Anjou 49400 Souzay-Champigny,02 41 32 67 29,http://www.souzay-champigny.mairie49.fr/,NC,NC,Démarches administratives en ligne,DeAd,Autonomie,Au,Gratuit,G,Tout public,Tp,Non,,,47.238318,-0.012351,52 Rue des Ducs d'Anjou 49400 Souzay-Champigny
conum_331_,49400,49,Maine-et-Loire,MJC Saumur,Place de Verdun 49400 Saumur,02 41 32 67 94,https://mjcsaumur.com/multimedia/,NC,infos@mjcsaumur.com,Prise en main du matérielPrise en main des logiciels de basePremiers pas sur internet Approfondissement logicielsApprofondissement internetDémarches administratives en ligneConseils,PrMa---PrLo--PrIn--ApLo--ApIn-DeAd-Co,Accompagnements collectifsInitiationsAccompagnements individuelsAutonomie,AcCo-In-AcIn-Au,Adhesion,,Tout public,Tp,Non,,,47.254321,-0.081117,Place de Verdun 49400 Saumur
conum_332_,49400,49,Maine-et-Loire,Saumur - sous-préfecture,33 Rue Beaurepaire 49400 Saumur,07 83 98 18 5402 41 68 15 72,http://www.maine-et-loire.gouv.fr/sous-prefecture-de-saumur-r439.html,NC,NC,Démarches administratives en ligne,DeAd,Accompagnements individuels Autonomie,AcIn- Au,Gratuit,G,Adultes / Familles,Af,Non,43953,,47.260222,-0.081311,33 Rue Beaurepaire 49400 Saumur
conum_333_,49400,49,Maine-et-Loire,SCOOPE,325 Rue Robert Amy 49400 Saumur,02 41 34 18 34,www.association-scoope.fr,Laurent CHIRON,scoope@orange.fr,Prise en main du matérielPrise en main des logiciels de basePrise en main des logiciels de basePremiers pas sur internetDémarches administratives en ligneApprofondissement logicielsApprofondissement internetCulture numérique,PrMa-PrLo-PrIn-DeAd-ApLo-ApIn-CuNu,Formations collectivesFormations individuellesInitiationsAccompagnements collectifsAccompagnements individuelsAutonomie,FoCo-FoIn-In-AcCo-AcIn-Au,Gratuit-Payant à coût solidaireAdhésion,G-CondP,Jeunes-adultes-Personnesâgées-Famille/enfant,Tp,NR,NR,http://www.association-scoope.fr/images/presentation/ScoopeCV.jpg,47.243854,-0.074757,325 Rue Robert Amy 49400 Saumur
conum_334_,49410,49,Maine-et-Loire,Bibliothèque Saint-Florent-le Vieil,12 Avenue de l'Europe 49410 Saint-Florent-le-Vieil,02 41 95 88 5607 83 98 18 54,http://mauges-sur-loire-pom.c3rb.org/,NC,NC,Lecture & activités,LeAc,Autonomie,Au,Gratuit,G,Tout public,Tp,Non,,,47.361333,-1.014406,12 Avenue de l'Europe (st Florent-le-vieil) 49410 Mauges-sur-Loire
conum_335_,49410,49,Maine-et-Loire,Cybercentre - ERN ValMauges,ZI DE LA LANDE (Saint-Florent-le-Vieil) 49410 Mauges-sur-Loire,07 83 98 18 5402 41 74 69 24,https://cybercentrevalmauges.wordpress.com/,NR,NR,Prise en main du matérielPrise en main des logiciels de basePrise en main des logiciels de basePremiers pas sur internetDémarches administratives en ligneApprofondissement logicielsApprofondissement internetCulture numérique,PrMa-PrLo-PrIn-DeAd-ApLo-ApIn-CuNu,Formations collectivesFormations individuellesInitiationsAccompagnements collectifsAccompagnements individuelsAutonomie,FoCo-FoIn-In-AcCo-AcIn-Au,NR,NR,NR,NR,NR,,,47.341229,-1.023052,La Lande (st Florent-le-vieil) 49410 Mauges-sur-Loire
conum_336_,49418,49,Maine-et-Loire,Médiathèque de Saumur / Réseau Imagin'R,Rue Célestin-Port 49418 Saumur,07 83 98 18 54,http://www.bibliotheques.agglo-saumur.fr,NC,bibliotheques.contact@agglo-saumur.fr,Prise en main du matériel Prise en main des logiciels de base Premiers pas sur internet Culture numérique  Lecture & activités,PrMa--PrLo--PrIn--CuNu--LeAc,Accompagnements collectifs Autonomie,AcCo- Au,Gratuit,G,Tout public,Tp,Non,43953,,47.254908,-0.082466,Rue Célestin Port 49400 Saumur
conum_337_,49420,49,Maine-et-Loire,Bibliothèque Jules Mougin-Pouancé,4 Boulevard de la Prevalaye (Pouancé) 49420 Ombrée d'Anjou,07 83 98 18 54,https://www.ombreedanjou.fr/bibliotheque-jules-mougin-pouance/,NR,NR,Espace de lecture et d'accès numérique.,LeAc-CuNu,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,NR,NR,NR,NR,NR,,,47.74103,-1.173738,4 Boulevard de la Prévalaye 49420 Ombrée d'Anjou
conum_338_,49420,49,Maine-et-Loire,MSAP Ombrée d'Anjou,36 Rue du maréchal Foch 49420 Pouancé,02 41 69 19 64,https://www.ombreedanjou.fr/,NC,msap@ombreedanjou.fr,Démarches administratives en ligne,DeAd,Autonomie  Accompagnements individuels,AcIn- Au,Gratuit,G,Tout public,Tp,Non,,,47.740331,-1.172947,36 Rue du Maréchal Foch 49420 Ombrée d'Anjou
conum_339_,49430,49,Maine-et-Loire,Maison de Services Au Public de Durtal,11 rue Joseph Cugnot 49430 Durtal,NR,https://www.ccals.fr/maisons-des-services-au-public/,NC,mspdurtal@ccals.fr,Prise en main du matérielPrise en main des logiciels de basePremiers pas sur internetDémarches administratives en ligneConseils,PrMa-PrLo-PrIn-DeAd-Co,Accompagnements individuels Intitiations Autonomie,AcIn- In- Au,Gratuit,G,Tout public,Tp,Non,,,47.671271,-0.256457,11 Rue Joseph Cugnot 49430 Durtal
conum_340_,49440,49,Maine-et-Loire,Bibliothèque de la Cornuaille,1 Place de l'Eglise 49440 La Cornuaille,02 43 59 17 40,https://www.valleesduhautanjou.fr,NC,reseau.bibliotheques@valleesduhautanjou.fr,Lecture & activités,LeAc,Autonomie,Au,Gratuit,G,Tout public,Tp,Non,NR,,47.510695,-0.98371,1 Place de l'Eglise (La Cornuaille) 49370 Val d'Erdre-Auxence
conum_341_,49440,49,Maine-et-Loire,CARSAT,1 Avenue Firmin Tortiger 49440 Candé,02 43 56 59 31,https://demarchesadministratives.fr/caisses-de-retraite/cande-49440,NR,NR,Démarches administratives en ligneConseilsPremiers pas InternetPrise en main logiciels,DeAd-Co-PrIn-PrLo,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,NR,NR,NR,NR,NR,,,47.563786,-1.034558,1 Avenue Firmin Tortiger 49440 Candé
conum_342_,49440,49,Maine-et-Loire,Espace culturel Candéen,1 Rue Firmin Tortinger 49440 Candé,02 43 67 76 21,https://www.sic-candeen.fr/,NC,accueilsc@sic-candeen.fr,Prise en main du matériel Prise en main des logiciels de base Premiers pas sur internet  Approfondissement logiciels Approfondissement internet Démarches administratives en ligne,PrMa--PrLo--PrIn--DeAd--ApLo--ApIn,Formations collectives Autonomie,FoCo- Au,Adhesion,,Tout public,Tp,Non,,,47.563786,-1.034558,1 Avenue Firmin Tortiger 49440 Candé
conum_343_,49450,49,Maine-et-Loire,Médiathèque Saint Exupéry,6 Rue Jean Moulin 49450 Sèvremoine,02 43 56 66 63,https://bibliotheques.moineetsevre.fr/,NC,bibliotheques@sevremoine.fr,Prise en main du matériel Prise en main des logiciels de base Premiers pas sur internet Culture numérique  Lecture & activités,PrMa--PrLo--PrIn--CuNu--LeAc,Autonomie  Accompagnements individuels  Initiations,AcIn- In- Au,Gratuit,G,Tout public,Tp,Non,,,47.123367,-0.995424,6 Rue Jeanne d'Arc (st Macaire-en-mauges) 49450 Sèvremoine
conum_344_,49460,49,Maine-et-Loire,CS Espace Solidarité Nelson Mandela,1 Allée Henri David 49460 Montreuil-Juigné,02 43 67 84 60,http://www.ville-montreuil-juigne.fr/Social-sante/Espace-solidarite-Nelson-Mandela,NC,mcoelho@vile-montreuil-juigne fr,Premiers pas sur internet  Prise en main du matériel,PrMa--PrIn,Autonomie,Au,,,Tout public,,Non,,,47.528719,-0.60984,1 Allee Henri David 49460 Montreuil-Juigné
conum_345_,49460,49,Maine-et-Loire,Espace Jeunesse / PIJ,10 Rue Lamartine 49460 Montreuil-Juigné,3646,https://www.ville-montreuil-juigne.fr/Enfance-jeunesse-education/Jeunes-10-15-ans/Espace-jeunesse,NR,accueil.ej@orange.fr,Démarches administratives en ligneConseils,DeAd-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,NR,NR,NR,NR,NR,,,47.527978,-0.60631,10 Rue Lamartine 49460 Montreuil-Juigné
conum_346_,49480,49,Maine-et-Loire,Bibliothèque Maison Rouge,13 Rue Victor Hugo 49480 Verrières-en-Anjou,02 43 49 17 16,NC,NC,bibliotheque@verrieres-anjou.fr,Prise en main du matérielPrise en main des logiciels de base Premiers pas sur internet Lecture & activités,PrMa--PrLo--PrIn--LeAc,Initiations Autonomie,In- Au,Gratuit,G,Tout public,Tp,Non,17/06/2020,,47.521995,-0.470138,13 Rue Victor Hugo 49480 Verrières-en-Anjou
conum_347_,49480,49,Maine-et-Loire,3A- Espace jeunesse / PIJ,1 Rue des Chênes 49480 Saint-Sylvain-d'Anjou,02 43 69 29 96,https://www.verrieresenanjou.fr/contacts/3a-espace-jeunesse/,Elise Guyot,NR,Démarches administratives,DeAd,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,NR,NR,Enfants / Jeunes,Ej,NR,,,47.525161,-0.471274,Le Chene Vert (Saint-Sylvain-d'Anjou) 49480 Verrières-en-Anjou
conum_348_,49490,49,Maine-et-Loire,Maison de services au public (MSAP) Noyant-Villages,1 Rue d'Anjou 49490 Noyant-Villages,02 43 56 62 32,https://www.maisondeservicesaupublic.fr/content/maison-de-services-au-public-de-noyant-villages,NR,NR,Démarches administratives,DeAd,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,NR,NR,NR,NR,NR,,,47.510992,0.119136,1 Rue d'Anjou 49490 Noyant-Villages
conum_349_,49500,49,Maine-et-Loire,Médiathèque Segré-en-Anjou-Bleu,39 Rue Charles de Gaulle 49500 Segré,02 43 66 87 23,http://mediatheque.segre.opac3d.fr/search.php?action=Accueil,NC,mediatheque@segreeanjoubleu.fr,Lecture & activités,LeAc,Autonomie,Au,Gratuit,G,Tout public,Tp,Non,27/02/2020,,47.689843,-0.871501,39 Rue Charles de Gaulle 49500 Segré-en-Anjou Bleu
conum_350_,49500,49,Maine-et-Loire,Segré - Sous-préfecture,2 Rue Lamartine 49500 Segré-en-Anjou-Bleu,02 43 53 07 17,http://www.maine-et-loire.gouv.fr/,NC,NC,Démarches administratives en ligne,DeAd,Accompagnements individuels Autonomie,AcIn- Au,Gratuit,G,Adultes / Familles,Af,Non,27/02/2024,,47.682017,-0.870165,2 Rue Lamartine 49500 Segré-en-Anjou Bleu
conum_351_,49520,49,Maine-et-Loire,EPIDE-Combrée,1 Rue Chevalier d'Avoynes (Combrée) 49520 Ombrée d'Anjou,02 43 07 27 49,https://www.epide.fr/a-propos-de-lepide/nos-centres/detail-centre/?centre=13&cHash=a1f93279683534976d958cf5aebb5452,Recrutement des “volontaires” M. Marc Fivel-Demoret,NR,Démarches administratives en ligneConseils,DeAd-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,NR,NR,jeunes entre 18 et 25 ans,Ej,NR,27/02/2025,,47.705572,-1.027953,1 Rue du Chevalier d'Avoynes 49420 Ombrée d'Anjou
conum_352_,49530,49,Maine-et-Loire,Centre SocioCulturel Rives de Loire,20 Rue FJA Chenouard 49530 Drain,09 72 14 62 19,https://rivesdeloire.centres-sociaux.fr/ateliers-multimedia/,NC,accueil@rivesdeloire.fr,Prise en main du matériel Prise en main des logiciels de base Premiers pas sur internet  Approfondissement logiciels Approfondissement internet Culture FabLab,PrMa--PrLo--PrIn--DeAd--ApLo--ApIn--CuFa,Accompagnements collectifs Initiations  Autonomie,AcCo- In- Au,Gratuit,G,Tout public,Tp,Non,,,47.330302,-1.224278,20 Rue de Brehery (drain) 49530 Orée d'Anjou
conum_353_,49530,49,Maine-et-Loire,Ludothèque d'Orée-d'Anjou,4 Rue des Noues 49530 Orée-d'Anjou,06 70 13 02 57,https://www.reseaubibliotheques-oreedanjou.fr,NC,reseaubibliotheques@oreedanjou.fr,Lecture & activités,LeAc,Autonomie,Au,Gratuit,G,Tout public,Tp,Non,NR,,47.334628,-1.207128,4 Rue des Noues (drain) 49530 Orée d'Anjou
conum_354_,49600,49,Maine-et-Loire,Centre Social  Evre et Mauges - Cybercentre- France Service,10 Rue du Sous Préfet Barre 49600 Beaupréau-en-Mauges,06 70 13 02 57,https://evreetmauges.centres-sociaux.fr/,,accueil@cs-evreetmauges.fr,Prise en main du matérielPrise en main des logiciels de basePrise en main des logiciels de basePremiers pas sur internetDémarches administratives en ligneApprofondissement logicielsApprofondissement internetCulture numérique,PrMa-PrLo-PrIn-DeAd-ApLo-ApIn-CuNu-DeAd,Formations collectivesFormations individuellesInitiationsAccompagnements collectifsAccompagnements individuelsAutonomie,FoCo-FoIn-In-AcCo-AcIn-Au,Gratuit sous condition-Payant à coût solidaire,G-CondP,Jeunes-Adultes-Personnes âgées,Tp,NR,,,47.156939,-1.019193,La Barre (st Philbert-en-mauges) 49600 Beaupréau-en-Mauges
conum_355_,49610,49,Maine-et-Loire,Espace Multimédia Jean Carmet,37 Route de Nantes  49610 Mûrs-Erigné,02 43 56 40 10,http://b-a-ba.info/,NR,NR,Prise en main du matérielPrise en main des logiciels de basePremiers pas sur internetDémarches administratives en ligneConseils,PrMa-PrLo-PrIn-DeAd-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,NR,NR,NR,NR,NR,,,47.401103,-0.540855,37 Route de Nantes 49610 Mûrs-Erigné
conum_356_,49610,49,Maine-et-Loire,Hôtel de ville - Mairie de Mûrs-Érigné,5 Chemin de Bellevue 49610 Mûrs-Érigné,02 43 53 78 92,http://www.murs-erigne.fr/,NC,NC,Démarches administratives en ligne,DeAd,Accompagnements individuels,AcIn,Gratuit,G,Tout public,Tp,Non,,,47.398966,-0.537631,5 Chemin de Bellevue 49610 Mûrs-Erigné
conum_357_,49610,49,Maine-et-Loire,Médiathèque de Saint-Mélaine-sur-Aubance,5 Rue Armand Brousse 49610 Saint-Mélaine,243495289,https://stmelaine-pom.c3rb.org/,NC,mediatheque@saint-melaine-sur-aubance.fr,Lecture & activités,LeAc,Initiations Autonomie,In- Au,Gratuit,G,Tout public,Tp,Non,,,47.370443,-0.496965,5 Rue Armand Brousse 49610 Saint-Melaine-sur-Aubance
conum_358_,49620,49,Maine-et-Loire,Centre social Val'Mauges,Place du Bourg Davy (La Pommeraye) 49620 Mauges-sur-Loire,02 43 67 75 77,http://centresocial-valmauges.fr/,NR,val.mauges@orange.fr,Prise en main du matérielPrise en main des logiciels de basePrise en main des logiciels de basePremiers pas sur internetDémarches administratives en ligneApprofondissement logicielsApprofondissement internetCulture numérique,PrMa-PrLo-PrIn-DeAd-ApLo-ApIn-CuNu,Formations collectivesFormations individuellesInitiationsAccompagnements collectifsAccompagnements individuelsAutonomie,FoCo-FoIn-In-AcCo-AcIn-Au,Gratuit-Payant,G-P,Adultes-Personnes âgées,Tp,NR,,,47.355273,-0.85791,Place du Bourg Davy (la Pommeraye) 49410 Mauges-sur-Loire
