,departement,dep_nom,Nom lieu,Adresse postale,Numero de téléphone,Site Web,Nom Prenom du référent,Mail contact,Activites proposees,Activites-codes,Initions et/ou formations proposées,Formations-codes,Conditions d'acces,acces-codes,Public,publics-codes,APTIC,Date de mise a jour,URL illustration / Logo,latitude,longitude,result_label,result_score,result_type,result_id,result_housenumber,result_name,result_street,result_postcode,result_city,result_context,result_citycode,result_oldcitycode,result_oldcity,result_district
49307,49,Maine-et-Loire,Centre Social Le Verger,Rue du Bois Régnier 49307 Cholet,02 41 65 14 99,https://cs-leverger.fr/,NC,verger.multimédia@wanadoo.fr,Prise en main du matérielPrise en main des logiciels de basePremiers pas sur internet Approfondissement logicielsApprofondissement internetDémarches administratives en ligneConseils,PrMa-PrLo--PrIn-ApLo-ApIn-DeAd-Co,Accompagnements individuelsAccompagnements collectifsEchange de savoirsAutonomieInitiation,AcCo-AcIn-Au-EcSa-In,Adhesion,,Tout public,Tp,Non,23/07/2020,,47.053221,-0.853388,Rue du Bois Régnier 49300 Cholet,0.85,street,49099_0539,,Rue du Bois Régnier,,49300,Cholet,"49, Maine-et-Loire, Pays de la Loire",49099,49099,Cholet,
49310,49,Maine-et-Loire,Centre socio-culturel Le Coin de la rue,2 Rue du Comte de Champigny 49310 Vihiers,02 41 75 42 70,https://www.csc-lecoindelarue.fr/,NC,accueil@csc-lecoindelarue.fr,Prise en main du matérielPrise en main des logiciels de basePremiers pas sur internet Démarches administratives en ligneConseils,PrMa-PrLo-PrIn-DeAd-Co,Accompagnements collectifsAccompagnements individuels AutonomieInitiations,AcCo- AcIn- Au- In,Gratuit,G,Tout public,Tp,Non,23/07/2020,,47.146445,-0.533605,2 Rue du Comte de Champagny 49310 Lys-Haut-Layon,0.7,housenumber,49373_0380_00002,2,Rue du Comte de Champagny,,49310,Lys-Haut-Layon,"49, Maine-et-Loire, Pays de la Loire",49373,49373,Vihiers,
49312,49,Maine-et-Loire,Médiathèque Élie Chamard,Rue Travot 49312 Cholet,02 72 77 23 41,https://e-changes.cholet.fr/default/mediatheque-elie-chamard.aspx,NC,https://e-changes.cholet.fr/default/contact.aspx,Prise en main du matériel Prise en main des logiciels de base Premiers pas sur internet Culture numérique  Lecture & activités,PrMa--PrLo--PrIn--CuNu--LeAc,Echange de savoirs  Accompagnements collectifs Autonomie,AcCo- Au- EcSa,Gratuit,G,Tout public,Tp,Non,,,47.060447,-0.880248,Rue Travot 49300 Cholet,0.75,street,49099_4530,,Rue Travot,,49300,Cholet,"49, Maine-et-Loire, Pays de la Loire",49099,49099,Cholet,
49320,49,Maine-et-Loire,Résidence Pannetier,81 Rue du Verdun 49320 Brissac-Quincé,02 41 54 22 60,https://www.brissacloireaubance.fr/ateliers-numeriques-2/,NC,ateliersnumeriques@brissacloireaubance.fr,Prise en main du matériel Prise en main des logiciels de base Premiers pas sur internet,PrMa-PrLo--PrIn,Initiations,In,Adhesion,,Tout public,Tp,Non,,,47.358164,-0.45022,81 Rue de Verdun 49320 Brissac Loire Aubance,0.61,housenumber,49050_0440_00081,81,Rue de Verdun,,49320,Brissac Loire Aubance,"49, Maine-et-Loire, Pays de la Loire",49050,49050,Brissac-Quincé,
49321,49,Maine-et-Loire,Pôle Emploi Cholet,24 Rue du Carteron 49321 Cholet,3949,https://www.pole-emploi.fr/annuaire/cholet-49019,NC,NC,Prise en main du matériel Prise en main des logiciels de base Premiers pas sur internet Démarches administratives en ligne,PrMa--PrLo--PrIn--DeAd,Accompagnements individuels  Autonomie  Initiations,AcIn- In- Au,Gratuit,G,Demandeurs Emploi,De,Non,,,47.048436,-0.869602,24 Rue du Carteron 49300 Cholet,0.8,housenumber,49099_0956_00024,24,Rue du Carteron,,49300,Cholet,"49, Maine-et-Loire, Pays de la Loire",49099,49099,Cholet,
49330,49,Maine-et-Loire,Bibliothèque de Châteauneuf-sur-Sarthe - L'Attire-Lire,18 Rue tranchepied 49330 Châteauneuf-sur-Sarthe,02 41 33 88 54,https://valleesduhautanjou.fr,NC,reseau.bibliotheques@valleesduhautanjou.fr,Lecture & activités,LeAc,Autonomie,Au,Gratuit,G,Tout public,Tp,Non,,,47.679698,-0.491881,18 Rue Tranchepied 49330 Les Hauts-d'Anjou,0.5,housenumber,49080_0110_00018,18,Rue Tranchepied,,49330,Les Hauts-d'Anjou,"49, Maine-et-Loire, Pays de la Loire",49080,49080,Châteauneuf-sur-Sarthe,
49330,49,Maine-et-Loire,Bibliothèque de Marigné,Rue Max Richard 49330 Marigné,02 41 27 66 95,https://valleesduhautanjou.fr,NC,reseau.bibliotheques@valleesduhautanjou.fr,Lecture & activités,LeAc,Autonomie,Au,Gratuit,G,Tout public,Tp,Non,,,47.722637,-0.617424,Rue Max Richard 49330 Les Hauts-d'Anjou,0.7,street,49189_0145,,Rue Max Richard,,49330,Les Hauts-d'Anjou,"49, Maine-et-Loire, Pays de la Loire",49080,49189,Marigné,
49330,49,Maine-et-Loire,CAF Châteauneuf-sur-Sarthe,2 Rue des Fontaines 49330 Châteauneuf-sur-Sarthe,NR,https://annuaire.action-sociale.org/CAF/CAF-49080-01-caf-du-maine-et-loire---accueil-de-chateauneuf-sur-sarthe.html,NR,NR,Démarches administratives ,DeAd,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,NR,NR,NR,NR,NR,NR,,47.679667,-0.487048,2 Rue des Moulins (Châteauneuf-sur-Sarthe) 49330 Les Hauts-d'Anjou,0.69,housenumber,49080_0070_00002,2,Rue des Moulins (Châteauneuf-sur-Sarthe),,49330,Les Hauts-d'Anjou,"49, Maine-et-Loire, Pays de la Loire",49080,49080,Châteauneuf-sur-Sarthe,
49330,49,Maine-et-Loire,L'archy'Made- Cybercentre Haut Anjou,14 ter Allée de la Passion 49330 Champigné,02 41 48 67 44,http://cybercentrehautanjou.fr,NC,cybercentrehautanjou@orange.fr,Prise en main du matériel Prise en main des logiciels de base Premiers pas sur internet  Approfondissement logiciels Approfondissement internet,PrMa---PrLo--PrIn--ApLo--ApIn,Accompagnements individuels Formations collectives Autonomie,AcIn- FoCo- Au,Adhesion,,Tout public,Tp,Non,,,47.662879,-0.572161,Allée de la Passion 49330 Les Hauts-d'Anjou,0.57,street,49065_0109,,Allée de la Passion,,49330,Les Hauts-d'Anjou,"49, Maine-et-Loire, Pays de la Loire",49080,49065,Champigné,
49330,49,Maine-et-Loire,MSAP de Châteauneuf-Sur-Sarthe,2 rue des Fontaines 49330 Châteauneuf-sur-Sarthe,02 41 24 10 66,https://www.maisondeservicesaupublic.fr/content/des-vallees-du-haut-anjou-chateauneuf-sur-sarthe,NC,msap@valleesduhautanjou.fr,Prise en main du matériel Prise en main des logiciels de base Premiers pas sur internet Démarches administratives en ligne,PrMa--PrLo--PrIn--DeAd,Accompagnements collectifs Accompagnements individuels Autonomie,AcCo- AcIn- Au,Gratuit,G,Tout public Demandeur Emploi,Tp- De,Non,,,47.679667,-0.487048,2 Rue des Moulins (Châteauneuf-sur-Sarthe) 49330 Les Hauts-d'Anjou,0.69,housenumber,49080_0070_00002,2,Rue des Moulins (Châteauneuf-sur-Sarthe),,49330,Les Hauts-d'Anjou,"49, Maine-et-Loire, Pays de la Loire",49080,49080,Châteauneuf-sur-Sarthe,
49340,49,Maine-et-Loire,CSI Chloro'fil,40bis Rue de la Libération 49340 Nuaillé,02 41 55 93 41,https://csichlorofil.centres-sociaux.fr/,NC,chlorofil@wanadoo.fr,Prise en main du matériel Prise en main des logiciels de base Premiers pas sur internet,PrMa--PrLo--PrIn,Echange de savoirs Autonomie,Au- EcSa,Gratuit,G,Tout public,Tp,Non,,,47.096773,-0.788113,40 bis Rue de la Libération 49340 Nuaillé,0.89,housenumber,49231_0100_00040_bis,40 bis,Rue de la Libération,,49340,Nuaillé,"49, Maine-et-Loire, Pays de la Loire",49231,,,
49350,49,Maine-et-Loire,Bibliothèque municipale Gennes,"""Château de la Roche"" Route de Louerre 49350 Gennes",02 41 51 09 88,bibliotheques-gennesvaldeloire.fr,NC,bibliotheque@gennesvaldeloire.fr,Lecture & activités,LeAc,Autonomie,Au,Gratuit,G,Tout public,Tp,Non,,,47.336317,-0.244735,Route de Louerre 49350 Gennes-Val-de-Loire,0.55,street,49149_0130,,Route de Louerre,,49350,Gennes-Val-de-Loire,"49, Maine-et-Loire, Pays de la Loire",49261,49149,Gennes,
49350,49,Maine-et-Loire,Cyberpoint des Rosiers-sur-Loire,15 Rue du Mail 49350 Les Rosiers-sur-Loire,02 41 53 79 38,https://saumur-pom.c3rb.org/le-reseau-des-bibliotheques-de-lagglo/cybercentre-longue-jumelles/2898-cybercentres-loire-longue,NC,pole.multimedia@agglo-saumur.fr,Prise en main du matériel Prise en main des logiciels de base Premiers pas sur internet  Approfondissement logiciels Approfondissement internet,PrMa--PrLo-PrIn-ApLo-ApIn,Accompagnements collectifs Initiations  Autonomie,AcCo- In- Au,Gratuit,G,Tout public,Tp,Non,23/07/2020,,47.350585,-0.224175,15 Rue du Mail (Les Rosiers-sur-Loire) 49350 Gennes-Val-de-Loire,0.92,housenumber,49261_0145_00015,15,Rue du Mail (Les Rosiers-sur-Loire),,49350,Gennes-Val-de-Loire,"49, Maine-et-Loire, Pays de la Loire",49261,49261,Les Rosiers-sur-Loire,
49370,49,Maine-et-Loire,Bibliothèque de Bécon Les Granits,25 Rue d'Angers 49370 Bécon-Les-Granits,02 41 87 64 78,https://www.valleesduhautanjou.fr,NC,reseau.bibliotheques@valleesduhautanjou.fr,Lecture & activités,LeAc,Autonomie,Au,Gratuit,G,Tout public,Tp,Non,,,47.503281,-0.798227,25 Rue d'Angers 49370 Bécon-les-Granits,0.96,housenumber,49026_0020_00025,25,Rue d'Angers,,49370,Bécon-les-Granits,"49, Maine-et-Loire, Pays de la Loire",49026,,,
49370,49,Maine-et-Loire,Bibliothèque de La Pouëze,3 Cours de l'Arquenay 49370 Erdre-En-Anjou,02 41 41 5 67,http://bibliothequelapoueze.free.fr/,NC,bibliothequelapoueze@free.fr,Lecture & activités,LeAc,Autonomie,Au,Gratuit,G,Tout public,Tp,Non,,,47.552014,-0.809967,3 Cour d'Arquenay 49220 Erdre-en-Anjou,0.67,housenumber,49249_0014_00003,3,Cour d'Arquenay,,49220,Erdre-en-Anjou,"49, Maine-et-Loire, Pays de la Loire",49367,49249,La Pouëze,
49370,49,Maine-et-Loire,Bibliothèque de Villemoisan,3 Rue de la Commanderie 49370 Villemoisan,02 41 39 21 72 ,https://www.valleesduhautanjou.fr,NC,reseau.bibliotheques@valleesduhautanjou.fr,Lecture & activités,LeAc,Autonomie,Au,Gratuit,G,Tout public,Tp,Non,,,47.46502,-0.893073,3 Rue de la Commanderie 49370 Val d'Erdre-Auxence,0.68,housenumber,49376_0026_00003,3,Rue de la Commanderie,,49370,Val d'Erdre-Auxence,"49, Maine-et-Loire, Pays de la Loire",49183,49376,Villemoisan,
49370,49,Maine-et-Loire,Bibliothèque du Louroux-Béconnais,5 Place de la mairie 49370 Le Louroux-Béconnais,02 41 48 75 98,https://www.valleesduhautanjou.fr,NC,reseau.bibliotheques@valleesduhautanjou.fr,Lecture & activités,LeAc,Autonomie,Au,Gratuit,G,Tout public,Tp,Non,,,47.521859,-0.884168,5 Place de la Mairie 49370 Val d'Erdre-Auxence,0.54,housenumber,49183_0110_00005,5,Place de la Mairie,,49370,Val d'Erdre-Auxence,"49, Maine-et-Loire, Pays de la Loire",49183,49183,Le Louroux-Béconnais,
49380,49,Maine-et-Loire,Centre Socio Culturel des Coteaux du Layon,Neufbourg  Thouarcé 49380 Bellevigne en Layon,02 41 54 06 44,https://coteauxdulayon.centres-sociaux.fr/centre-socioculturel/,NC,csc.thouarce@wanadoo.fr,Démarches administratives en ligne,DeAd,Accompagnements individuels Accompagnements collectifs Initiations  Autonomie,AcCo- AcIn- In- Au,Adhesion,,Tout public,Tp,Non,23/07/2020,,47.267614,-0.502212,Parc du Neufbourg 49380 Bellevigne-en-Layon,0.71,street,49345_fivyq3,,Parc du Neufbourg,,49380,Bellevigne-en-Layon,"49, Maine-et-Loire, Pays de la Loire",49345,49345,Thouarcé,
49390,49,Maine-et-Loire,Bibliothèque de Vernantes,28 Rue de Jalesnes 49390 Vernantes,09 67 23 76 32,NC,NC,biblio.vernantes@orange.fr,Prise en main du matériel Prise en main des logiciels de base Premiers pas sur internet  Culture numérique  Lecture & activités,PrMa--PrLo--PrIn--CuNu--LeAc,Autonomie  Initiations,AcCo,Gratuit,G,Tout public,Tp,Non,,,47.393475,0.049893,28 Rue de Jalesnes 49390 Vernantes,0.96,housenumber,49368_0140_00028,28,Rue de Jalesnes,,49390,Vernantes,"49, Maine-et-Loire, Pays de la Loire",49368,,,
49390,49,Maine-et-Loire,Club d'Initiation et de Perfectionnement en informatique,Place de la Mairie 49390 Vernantes,02 41 51 40 6402 41 51 04 49,http://www.vernantes.fr/associations/autres-associations/item/club-d-initiation-et-de-perfectionnement-en-informatique?category_id=9,NR,NR,Prise en main du matérielPrise en main des logiciels de basePrise en main des logiciels de basePremiers pas sur internetDémarches administratives en ligneApprofondissement logicielsApprofondissement internetCulture numérique,PrMa-PrLo-PrIn-DeAd-ApLo-ApIn-CuNu,Formations collectivesFormations individuellesInitiationsAccompagnements collectifsAccompagnements individuelsAutonomie,FoCo-FoIn-In-AcCo-AcIn-Au,NR,NR,NR,NR,NR,NR,,47.393829,0.05318,Place de la Mairie 49390 Vernantes,0.95,street,49368_b867,,Place de la Mairie,,49390,Vernantes,"49, Maine-et-Loire, Pays de la Loire",49368,,,
49390,49,Maine-et-Loire,Club Initiation Perfectionnement Informatique,Rue de la Chambardière 49390 Vernoil-le-Fourrier,02 41 51 40 64,http://www.vernoil.mairie49.fr/un-club-informatique,NC,NC,Prise en main du matériel Prise en main des logiciels de base Premiers pas sur internet  Approndissement logiciels Appronfondissement internet,PrMa--PrLo--PrIn--ApLo--ApIn,Initiations  Accompagnements collectifs,AcCo- In,Adhesion  Payant,P,Séniors  Tout public,Tp- S,Non,,,47.38578,0.076878,Rue de la Chambardeliere 49390 Vernoil-le-Fourrier,0.87,street,49369_0073,,Rue de la Chambardeliere,,49390,Vernoil-le-Fourrier,"49, Maine-et-Loire, Pays de la Loire",49369,,,
49390,49,Maine-et-Loire,Cyberpoint Bibliothèque de Vernantes,28 Rue de Jalesne 49390 Vernantes,02 41 59 36 8802 41 53 79 38,http://www.vernantes.fr/associations/item/cyberpoint-de-vernantes,NC,cybercentres@agglo-samur.fr,Prise en main du matériel Prise en main des logiciels de base Premiers pas sur internet  Approfondissement logiciels Approfondissement internets,PrMa--PrLo--PrIn--ApLo--ApIn,Accompagnements collectifs Initiations  Autonomie,AcCo- In- Au,Adhesion,,Tout public,Tp,Non,23/07/2020,http://www.vernantes.fr/images/associations/cyberpoint-de-vernantes/logo/cybercentre-loire-longue.jpg,47.393475,0.049893,28 Rue de Jalesnes 49390 Vernantes,0.88,housenumber,49368_0140_00028,28,Rue de Jalesnes,,49390,Vernantes,"49, Maine-et-Loire, Pays de la Loire",49368,,,
49400,49,Maine-et-Loire,AFRIEJ Culture et Loisirs,8 Rue de l'Échallier 49400 Distré,02 41 50 46 45,https://www.famillesrurales.org/afriej/,NC,animationfamille.afriej@gmail.com,Prise en main du matériel Prise en main des logiciels de base Premiers pas sur internet,PrMa--PrLo--PrIn,Accompagnements collectifs,AcCo,Gratuit,G,Tout public,Tp,Non,,,47.220567,-0.113841,8 Rue de l'Echallier 49400 Distré,0.95,housenumber,49123_0140_00008,8,Rue de l'Echallier,,49400,Distré,"49, Maine-et-Loire, Pays de la Loire",49123,,,
49400,49,Maine-et-Loire,CS Jacques Percereau,925 Avenue François Mitterand 49400 Saumur,02 41 53 51 51,https://www.ville-saumur.fr/sport-et-loisirs/espace-jacques-percereau,NC,n.perrot@ville-saumur.fr,Prise en main du matériel Prise en main des logiciels de base Premiers pas sur internet  Démarches administratives en ligne,PrMa---PrLo--PrIn--DeAd,Accompagnements collectifs Accompagnements individuels Autonomie,AcCo- AcIn- Au,Gratuit,G,Tout public,Tp,Non,,,47.246104,-0.077191,925 Avenue Francois Mitterrand 49400 Saumur,0.94,housenumber,49328_1045_00925,925,Avenue Francois Mitterrand,,49400,Saumur,"49, Maine-et-Loire, Pays de la Loire",49328,49328,Saumur,
49400,49,Maine-et-Loire,L'@telier,31 Rue du Portail Louis 49400 Saumur,09 50 18 57 23,https://atelier.city/,NC,contact@atelier.city,Culture numérique,CuNu,Autonomie,Au,NC,,Tout public,Tp,Non,,,47.258474,-0.078659,31 Rue du Portail Louis 49400 Saumur,0.97,housenumber,49328_2020_00031,31,Rue du Portail Louis,,49400,Saumur,"49, Maine-et-Loire, Pays de la Loire",49328,49328,Saumur,
49400,49,Maine-et-Loire,Loisirs Pour Tous,Salle des Loisirs 49400 Villebernier,06 24 86 31 91,https://www.facebook.com/Loisirs-pour-tous-Villebernier-120161588335509/,NC,loisirs.pour.tous.villebernier@gmail.com,Prise en main du matériel Prise en main des logiciels de base Premiers pas sur internet,PrMa--PrLo--PrIn,Accompagnements collectifs Initiations,AcCo- In,Gratuit,G,Tout public,Tp,Non,,,47.253435,-0.026957,Le Hameau des Iris 49400 Villebernier,0.6,street,49374_b108,,Le Hameau des Iris,,49400,Villebernier,"49, Maine-et-Loire, Pays de la Loire",49374,,,
49400,49,Maine-et-Loire,Mairie de Souzay-Champigny,52 Route des Ducs d’Anjou 49400 Souzay-Champigny,02 41 51 14 16,http://www.souzay-champigny.mairie49.fr/,NC,NC,Démarches administratives en ligne,DeAd,Autonomie,Au,Gratuit,G,Tout public,Tp,Non,,,47.238318,-0.012351,52 Rue des Ducs d'Anjou 49400 Souzay-Champigny,0.84,housenumber,49341_0090_00052,52,Rue des Ducs d'Anjou,,49400,Souzay-Champigny,"49, Maine-et-Loire, Pays de la Loire",49341,,,
49400,49,Maine-et-Loire,MJC Saumur,Place de Verdun 49400 Saumur,02 41 40 25 60,https://mjcsaumur.com/multimedia/,NC,infos@mjcsaumur.com,Prise en main du matérielPrise en main des logiciels de basePremiers pas sur internet Approfondissement logicielsApprofondissement internetDémarches administratives en ligneConseils,PrMa---PrLo--PrIn--ApLo--ApIn-DeAd-Co,Accompagnements collectifsInitiationsAccompagnements individuelsAutonomie,AcCo-In-AcIn-Au,Adhesion,,Tout public,Tp,Non,23/07/2020,,47.254321,-0.081117,Place de Verdun 49400 Saumur,0.96,street,49328_2550,,Place de Verdun,,49400,Saumur,"49, Maine-et-Loire, Pays de la Loire",49328,49328,Saumur,
49400,49,Maine-et-Loire,Saumur - sous-préfecture,33 Rue Beaurepaire 49400 Saumur,02 41 81 83 83,http://www.maine-et-loire.gouv.fr/sous-prefecture-de-saumur-r439.html,NC,NC,Démarches administratives en ligne,DeAd,Accompagnements individuels Autonomie,AcIn- Au,Gratuit,G,Adultes / Familles,Af,Non,,,47.260222,-0.081311,33 Rue Beaurepaire 49400 Saumur,0.97,housenumber,49328_0190_00033,33,Rue Beaurepaire,,49400,Saumur,"49, Maine-et-Loire, Pays de la Loire",49328,49328,Saumur,
49400,49,Maine-et-Loire,SCOOPE,325 Rue Robert Amy 49400 Saumur,02 41 50 14 28,www.association-scoope.fr,Laurent CHIRON ,scoope@orange.fr,Prise en main du matérielPrise en main des logiciels de basePrise en main des logiciels de basePremiers pas sur internetDémarches administratives en ligneApprofondissement logicielsApprofondissement internetCulture numérique,PrMa-PrLo-PrIn-DeAd-ApLo-ApIn-CuNu,Formations collectivesFormations individuellesInitiationsAccompagnements collectifsAccompagnements individuelsAutonomie,FoCo-FoIn-In-AcCo-AcIn-Au,Gratuit-Payant à coût solidaireAdhésion,G-CondP,Jeunes-adultes-Personnesâgées-Famille/enfant,Tp,NR,23/07/2020,http://www.association-scoope.fr/images/presentation/ScoopeCV.jpg,47.243854,-0.074757,325 Rue Robert Amy 49400 Saumur,0.97,housenumber,49328_2210_00325,325,Rue Robert Amy,,49400,Saumur,"49, Maine-et-Loire, Pays de la Loire",49328,49328,Saumur,
49410,49,Maine-et-Loire,Bibliothèque Saint-Florent-le Vieil,12 Avenue de l'Europe 49410 Saint-Florent-le-Vieil,02 41 72 75 52,http://mauges-sur-loire-pom.c3rb.org/,NC,NC,Lecture & activités,LeAc,Autonomie,Au,Gratuit,G,Tout public,Tp,Non,,,47.361333,-1.014406,12 Avenue de l'Europe (st Florent-le-vieil) 49410 Mauges-sur-Loire,0.84,housenumber,49244_j5j39j_00012,12,Avenue de l'Europe (st Florent-le-vieil),,49410,Mauges-sur-Loire,"49, Maine-et-Loire, Pays de la Loire",49244,49276,Saint-Florent-le-Vieil,
49410,49,Maine-et-Loire,Cybercentre - ERN ValMauges,ZI DE LA LANDE (Saint-Florent-le-Vieil) 49410 Mauges-sur-Loire,NR,https://cybercentrevalmauges.wordpress.com/,NR,NR,Prise en main du matérielPrise en main des logiciels de basePrise en main des logiciels de basePremiers pas sur internetDémarches administratives en ligneApprofondissement logicielsApprofondissement internetCulture numérique,PrMa-PrLo-PrIn-DeAd-ApLo-ApIn-CuNu,Formations collectivesFormations individuellesInitiationsAccompagnements collectifsAccompagnements individuelsAutonomie,FoCo-FoIn-In-AcCo-AcIn-Au,NR,NR,NR,NR,NR,NR,,47.341229,-1.023052,La Lande (st Florent-le-vieil) 49410 Mauges-sur-Loire,0.79,street,49276_b324,,La Lande (st Florent-le-vieil),,49410,Mauges-sur-Loire,"49, Maine-et-Loire, Pays de la Loire",49244,49276,Saint-Florent-le-Vieil,
49418,49,Maine-et-Loire,Médiathèque de Saumur / Réseau Imagin'R,Rue Célestin-Port 49418 Saumur,02 41 51 06 12,http://www.bibliotheques.agglo-saumur.fr,NC,bibliotheques.contact@agglo-saumur.fr,Prise en main du matériel Prise en main des logiciels de base Premiers pas sur internet Culture numérique  Lecture & activités,PrMa--PrLo--PrIn--CuNu--LeAc,Accompagnements collectifs Autonomie,AcCo- Au,Gratuit,G,Tout public,Tp,Non,,,47.254908,-0.082466,Rue Célestin Port 49400 Saumur,0.79,street,49328_0400,,Rue Célestin Port,,49400,Saumur,"49, Maine-et-Loire, Pays de la Loire",49328,49328,Saumur,
49420,49,Maine-et-Loire,Bibliothèque Jules Mougin-Pouancé,4 Boulevard de la Prevalaye (Pouancé) 49420 Ombrée d'Anjou,02 41 92 48 21,https://www.ombreedanjou.fr/bibliotheque-jules-mougin-pouance/,NR,NR,Espace de lecture et d'accès numérique.,LeAc-CuNu,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,NR,NR,NR,NR,NR,NR,,47.74103,-1.173738,4 Boulevard de la Prévalaye 49420 Ombrée d'Anjou,0.83,housenumber,49248_0680_00004,4,Boulevard de la Prévalaye,,49420,Ombrée d'Anjou,"49, Maine-et-Loire, Pays de la Loire",49248,49248,Pouancé,
49420,49,Maine-et-Loire,MSAP Ombrée d'Anjou,36 Rue du maréchal Foch 49420 Pouancé,02 41 92 48 01,https://www.ombreedanjou.fr/,NC,msap@ombreedanjou.fr,Démarches administratives en ligne,DeAd,Autonomie  Accompagnements individuels,AcIn- Au,Gratuit,G,Tout public,Tp,Non,,,47.740331,-1.172947,36 Rue du Maréchal Foch 49420 Ombrée d'Anjou,0.76,housenumber,49248_0600_00036,36,Rue du Maréchal Foch,,49420,Ombrée d'Anjou,"49, Maine-et-Loire, Pays de la Loire",49248,49248,Pouancé,
49430,49,Maine-et-Loire,Maison de Services Au Public de Durtal,11 rue Joseph Cugnot 49430 Durtal,02 41 96 10 40,https://www.ccals.fr/maisons-des-services-au-public/,NC,mspdurtal@ccals.fr,Prise en main du matérielPrise en main des logiciels de basePremiers pas sur internetDémarches administratives en ligneConseils,PrMa-PrLo-PrIn-DeAd-Co,Accompagnements individuels Intitiations Autonomie,AcIn- In- Au,Gratuit,G,Tout public,Tp,Non,23/07/2020,,47.671271,-0.256457,11 Rue Joseph Cugnot 49430 Durtal,0.95,housenumber,49127_0419_00011,11,Rue Joseph Cugnot,,49430,Durtal,"49, Maine-et-Loire, Pays de la Loire",49127,,,
49440,49,Maine-et-Loire,Bibliothèque de la Cornuaille,1 Place de l'Eglise 49440 La Cornuaille,02 41 94 44 80,https://www.valleesduhautanjou.fr,NC,reseau.bibliotheques@valleesduhautanjou.fr,Lecture & activités,LeAc,Autonomie,Au,Gratuit,G,Tout public,Tp,Non,,,47.510695,-0.98371,1 Place de l'Eglise (La Cornuaille) 49370 Val d'Erdre-Auxence,0.78,housenumber,49108_0014_00001,1,Place de l'Eglise (La Cornuaille),,49370,Val d'Erdre-Auxence,"49, Maine-et-Loire, Pays de la Loire",49183,49108,La Cornuaille,
49440,49,Maine-et-Loire,CARSAT,1 Avenue Firmin Tortiger 49440 Candé,3960,https://demarchesadministratives.fr/caisses-de-retraite/cande-49440,NR,NR,Démarches administratives en ligneConseilsPremiers pas InternetPrise en main logiciels,DeAd-Co-PrIn-PrLo,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,NR,NR,NR,NR,NR,NR,,47.563786,-1.034558,1 Avenue Firmin Tortiger 49440 Candé,0.96,housenumber,49054_0480_00001,1,Avenue Firmin Tortiger,,49440,Candé,"49, Maine-et-Loire, Pays de la Loire",49054,,,
49440,49,Maine-et-Loire,Espace culturel Candéen,1 Rue Firmin Tortinger 49440 Candé,02 41 94 19 40,https://www.sic-candeen.fr/,NC,accueilsc@sic-candeen.fr,Prise en main du matériel Prise en main des logiciels de base Premiers pas sur internet  Approfondissement logiciels Approfondissement internet Démarches administratives en ligne,PrMa--PrLo--PrIn--DeAd--ApLo--ApIn,Formations collectives Autonomie,FoCo- Au,Adhesion,,Tout public,Tp,Non,,,47.563786,-1.034558,1 Avenue Firmin Tortiger 49440 Candé,0.72,housenumber,49054_0480_00001,1,Avenue Firmin Tortiger,,49440,Candé,"49, Maine-et-Loire, Pays de la Loire",49054,,,
49450,49,Maine-et-Loire,Médiathèque Saint Exupéry,6 Rue Jean Moulin 49450 Sèvremoine,02 41 46 71 89,https://bibliotheques.moineetsevre.fr/,NC,bibliotheques@sevremoine.fr,Prise en main du matériel Prise en main des logiciels de base Premiers pas sur internet Culture numérique  Lecture & activités,PrMa--PrLo--PrIn--CuNu--LeAc,Autonomie  Accompagnements individuels  Initiations,AcIn- In- Au,Gratuit,G,Tout public,Tp,Non,,,47.123367,-0.995424,6 Rue Jeanne d'Arc (st Macaire-en-mauges) 49450 Sèvremoine,0.46,housenumber,49301_0640_00006,6,Rue Jeanne d'Arc (st Macaire-en-mauges),,49450,Sèvremoine,"49, Maine-et-Loire, Pays de la Loire",49301,49301,Saint-Macaire-en-Mauges,
49460,49,Maine-et-Loire,CS Espace Solidarité Nelson Mandela,1 Allée Henri David 49460 Montreuil-Juigné,02 41 31 85 10,http://www.ville-montreuil-juigne.fr/Social-sante/Espace-solidarite-Nelson-Mandela,NC,mcoelho@vile-montreuil-juigne fr,Premiers pas sur internet  Prise en main du matériel,PrMa--PrIn,Autonomie,Au,,,Tout public,,Non,,,47.528719,-0.60984,1 Allee Henri David 49460 Montreuil-Juigné,0.95,housenumber,49214_0236_00001,1,Allee Henri David,,49460,Montreuil-Juigné,"49, Maine-et-Loire, Pays de la Loire",49214,,,
49460,49,Maine-et-Loire,Espace Jeunesse / PIJ,10 Rue Lamartine 49460 Montreuil-Juigné,02 41 96 90 40,https://www.ville-montreuil-juigne.fr/Enfance-jeunesse-education/Jeunes-10-15-ans/Espace-jeunesse,NR,accueil.ej@orange.fr,Démarches administratives en ligneConseils,DeAd-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,NR,NR,NR,NR,NR,NR,,47.527978,-0.60631,10 Rue Lamartine 49460 Montreuil-Juigné,0.96,housenumber,49214_0110_00010,10,Rue Lamartine,,49460,Montreuil-Juigné,"49, Maine-et-Loire, Pays de la Loire",49214,,,
