INDEX,INDEX_SLUG_CLEAN,SOURCE,SOURCE_temp,SOURCE_codes,SOURCE_codes_temp,NOM DU LIEU,ADRESSE,URL,PUBLICS,TYPOLOGIE,DESCRIPTION,LOGO,IMAGE,MODÈLE JURIDIQUE,FABRIQUE DE TERRITOIRE,DEPARTEMENT,latitude,longitude,result_label,result_score,result_type,result_id,result_housenumber,result_name,result_street,result_postcode,result_city,result_context,result_citycode,result_oldcitycode,result_oldcity,result_district,lat,lon,T,D,C,O,T_,D_,C_,O_,CONCAT_TYPO,DEPARTEMENT_NOM,COMMUNE
pingcarto50_,la-folie,CGET,France Tiers-Lieux,CGET,FTL,La Folie,2 bis Avenue de L’Ile de France 85160 St-Jean-de-Monts,http://www.lafolie.fr,Professionnels,T,Cet espace de service propose d'allier travail et plaisir lors de quelques jours en vacances à Saint-Jean-de-Monts ou encore de profiter plus souvent de sa résidence secondaire tout en bénéficiant d'un bureau à la mer pour répondre aux urgences de son activité professionnelle.,https://www.entreprendre-paysdemonts.fr/var/oceanmaraisdemonts/storage/images/mediatheque/entreprendre/la-folie-espace-innovation-saint-jean-de-monts-c-seml-saint-jean-activites-31/626352-1-fre-FR/La-Folie-espace-innovation-Saint-Jean-de-Monts-C-seml-Saint-Jean-Activites-31_xl-large.jpg,https://www.entreprendre-paysdemonts.fr/var/oceanmaraisdemonts/storage/images/mediatheque/entreprendre/la-folie-espace-innovation-saint-jean-de-monts-c-seml-saint-jean-activites-31/626352-1-fre-FR/La-Folie-espace-innovation-Saint-Jean-de-Monts-C-seml-Saint-Jean-Activites-31_xl-large.jpg,Association,NON,85,46.781851,-2.067508,2 bis Avenue de l’Île de France 85160 Saint-Jean-de-Monts,0.88,housenumber,85234_2430_00002_bis,,Avenue de l’Île de France,,85160,Saint-Jean-de-Monts,85  Vendée  Pays de la Loire,85234,,,,46.781851,-2.067508,T,,,,Renouveler le travail,,,,Renouveler le travail---,Vendée,Saint-Jean-de-Monts
pingcarto51_,la-loco-numerique,CGET,France Tiers-Lieux,CGET,FTL,La Loco Numérique,123 Boulevard Louis Blanc 85000 La Roche S/Yon,http://www.loco-numerique.fr,Professionnels,T,Portée par La Roche-sur-Yon Agglomération  la Loco numérique est un lieu destiné à favoriser le travail  la rencontre et l’émergence de projets autour de la filière numérique à La Roche-sur-Yon.,http://loco-numerique.fr/wp-content/uploads/2018/09/logo.png,http://loco-numerique.fr/wp-content/uploads/2018/09/Espace-coworking-ouvert-2-1024x684.jpg,Association,NON,85,46.665493,-1.439828,Rue de l’Oiseau Blanc 85000 La Roche-sur-Yon,0.46,street,85191_1860,,Rue de l’Oiseau Blanc,,85000,La Roche-sur-Yon,85  Vendée  Pays de la Loire,85191,,,,46.665493,-1.439828,T,,,,Renouveler le travail,,,,Renouveler le travail---,Vendée,La Roche-sur-Yon
pingcarto52_,le-village-de-la-vergne,CAP Tiers-Lieux,CAP Tiers-Lieux,CAPTL,CAPTL,Le Village de la Vergne,La Vergne Babouin  85000  La Roche-sur-Yon,http://sciclavergne.com/,Professionnels – Citoyens,T-O-D-C,Autrefois appelé Ferme de la Vergne  le Village de la Vergne est aujourd’hui un tiers-lieu coopératif. Cet espace de travail partagé et collaboratif où se mêlent agriculture biologique  artisanat  services favorise la créativité et le lien social. Riche de sa biodiversité  le Village de la Vergne porte une attention particulière à la réduction de son empreinte environnementale en inscrivant économie circulaire et autonomie énergétique au coeur de son projet. Le Village de la Vergne est développé par la Société Coopérative d'Intérêt Collectif (SCIC) La Vergne. Ce statut est un choix fort pour un projet de développement économique et social du territoire qui promeut les valeurs de l’économie sociale et solidaire (ESS). Les finalités de la SCIC La Vergne sont de : - contribuer à la création et au développement d'activités et d'emplois - générer et accompagner des projets collectifs - promouvoir une autre façon de consommer et de produire dans le respect des hommes et de l'environnement.,,http://sciclavergne.com/wp-content/uploads/2018/12/photo-La-Coloc.jpg,SCIC ou SCOP,NON,85,46.661631,-1.433537,Rue de la Vergne 85000 La Roche-sur-Yon,0.68,street,85191_2620,,Rue de la Vergne,,85000,La Roche-sur-Yon,85  Vendée  Pays de la Loire,85191,,,,46.661631,-1.433537,T,D,C,O,Renouveler le travail,Découvrir collectivement,Repenser sa consommation,Œuvrer ensemble,Renouveler le travail-Découvrir collectivement-Repenser sa consommation-Œuvrer ensemble,Vendée,La Roche-sur-Yon
pingcarto53_,lab-ouest,PiNG,PiNG,PiNG,PiNG,Lab Ouest,123 Boulevard Louis Blanc 85000 La Roche-sur-Yon,https://www.lab-ouest.org/tiki-index.php,Professionnels – Citoyens,T-O-D,Lab-Ouest est un nouveau fablab associatif à La Roche-sur-Yon : un laboratoire de fabrication. Un lieu ouvert au public où il est mis à disposition toutes sortes d'outils  notamment des machines-outils pilotées par ordinateur  pour la conception et la réalisation d'objets.,https://www.lab-ouest.org/tiki-download_file.php?fileId=27&display,,Association,NON,85,46.674176,-1.435228,123 Boulevard Louis Blanc 85000 La Roche-sur-Yon,0.98,housenumber,85191_1430_00123,123,Boulevard Louis Blanc,,85000,La Roche-sur-Yon,85  Vendée  Pays de la Loire,85191,,,,46.674176,-1.435228,T,D,,O,Renouveler le travail,Découvrir collectivement,,Œuvrer ensemble,Renouveler le travail-Découvrir collectivement--Œuvrer ensemble,Vendée,La Roche-sur-Yon
pingcarto54_,espace-flo-tille,CGET,France Tiers-Lieux,CGET,FTL,Espace Flo'tille,31 bis rue Amiral Alquier La Flocellière Sèvremont,http://www.paysdepouzauges.fr/fr/economie/espace-flotille,Professionnels – Citoyens,T,La Flo’tille est un espace de travail partagé  un lieu connecté et ouvert  un endroit convivial pour travailler  échanger  s’inspirer. Les travailleurs nomades  les indépendants  les entreprenants  trouveront dans ce lieu une solution à leur besoin de m2 et un espace pour réinventer leurs façons de travailler.,https://www.paysdepouzauges.fr/data/photo1_10981023225a7da2c74de59.jpg,https://www.paysdepouzauges.fr/data/photo1_10981023225a7da2c74de59.jpg,Association,NON,85,46.832795,-0.861178,Rue Amiral Alquier 85700 Sèvremont,0.55,street,85090_0020,,Rue Amiral Alquier,,85700,Sèvremont,85  Vendée  Pays de la Loire,85090,85090,La Flocellière,,46.832795,-0.861178,T,,,,Renouveler le travail,,,,Renouveler le travail---,Vendée,Sèvremont
pingcarto55_,le-girafoscope-–-armulete,CAP Tiers-Lieux,CAP Tiers-Lieux,CAPTL,CAPTL,Le Girafoscope – ArMulETe,69 bis rue des Loges 85200 Fontenay-le-Comte,https://www.armulete.fr/chez-nous-au-girafoscope/,Professionnels – Citoyens,D,Le Girafoscope émane d'un besoin de l'association ArMulETe (Arts Multiples En Territoire) de développer davantage des rencontres avec les arts  et en particulier avec les publics les plus éloignés traditionnellement de la pratique artistique. Lors d'une recherche-action effectuée par la porteuse de projet  portant sur la nécessité d'innover  en particulier dans ce territoire déshérité du Sud Vendée  le postulat a été que la culture est un moyen de contribuer au développement local  en créant une activité également sociale  économique  etc.  La question des tiers lieux  des cafés associatifs  des centres sociaux culturels etc a été explorée  pour parvenir à la conclusion qu'un tiers lieu artistique serait un outil idéal pour aller plus loin dans le développement de la pratique culturelle tout en contribuant plus largement au développement territorial. L'idée du Girafoscope est donc de favoriser l'intelligence collective  la coopération  la mutualisation des moyens pour permettre aux habitants - et notamment ceux du quartier prioritaire sur lequel est installé le Girafoscope - et artistes  mais aussi partenaires culturels et sociaux  collectivités locales etc  d'inventer ensemble un nouvel espace d'expérimentation artistique. Le lieu est ouvert au public du mardi au vendredi de 14h à 17h30.,,https://raw.githubusercontent.com/co-demos/PING-carto/master/photos/Girafoscope.jpg,Association,NON,85,46.466733,-0.801777,Rue des Loges 85200 Fontenay-le-Comte,0.82,street,85092_1150,,Rue des Loges,,85200,Fontenay-le-Comte,85  Vendée  Pays de la Loire,85092,,,,46.466733,-0.801777,,D,,,,Découvrir collectivement,,,-Découvrir collectivement--,Vendée,Fontenay-le-Comte
pingcarto56_,lab’oddas’sieux,CGET – CAP Tiers-Lieux – PiNG,France Tiers-Lieux – CAP Tiers-Lieux – PiNG,CGET – CAPTL – PiNG,FTL – CAPTL – PiNG,Lab’Oddas’Sieux,Maison de quartier 11 rue du Gaingalet 85200 Fontenay-le-Comte,http://oddas.centres-sociaux.fr/fabrique-numerique/fablab-fa,Professionnels – Citoyens,T-O-D,"La création de la Maison de Quartier des Moulins en 2016 est l'aboutissement d'une réflexion interne à l'association ODDAS qui porte un projet de centre social implanté dans un quartier prioritaire de Fontenay le Comte. Il s'agissait d'aboutir à la transformation d'un lieu consacré à l'animation jeunesse en un ""autre lieu"" ouvert promouvant les mixités sociales et générationnelles  en toute convivialité… Initié par la création expérimentale d'un Fablab junior en écho à une action ""Repair café"" portée par des habitants  le projet de laboratoire de fabrication numérique  qui laisse une large place au bricolage traditionnel  s'est progressivement développé grâce à l'investissement de nombreux habitants partageant connaissances et compétences. Bénéficiant de plusieurs micro-financements  il trouve aussi sa force dans des partenariats avec des associations et des structures éducatives locales. Véritable lieu de vie  la Maison de Quartier des Moulins accueille aujourd'hui de multiples projets de fabrications et de médiations numériques.",https://oddas.centres-sociaux.fr/files/2018/04/cropped-Oddas.png,https://www.cestpossible.me/wp-content/uploads/2017/12/fablab_06-1350x900.jpg,Association,NON,85,46.459185,-0.785164,11 Rue du Gaingalet 85200 Fontenay-le-Comte,0.68,housenumber,85092_0735_00011,11,Rue du Gaingalet,,85200,Fontenay-le-Comte,85  Vendée  Pays de la Loire,85092,,,,46.459185,-0.785164,T,D,,O,Renouveler le travail,Découvrir collectivement,,Œuvrer ensemble,Renouveler le travail-Découvrir collectivement--Œuvrer ensemble,Vendée,Fontenay-le-Comte
pingcarto57_,le-ludy-lab,PiNG – CAP Tiers-Lieux,PiNG – CAP Tiers-Lieux,PiNG-CAPTL,PiNG-CAPTL,Le Ludy Lab,2 rue du Bocage Chambretaud 85500 Chanverrie,https://www.ludylab.fr/,Professionnels – Citoyens,O-D,Le LUDyLAB est un living lab  un lieu de rencontre qui rassemble chercheurs  entrepreneurs  start-upers  artistes et usagers.  Ancienne friche industrielle réhabilitée d’une superficie de 4 500 m²  sa vocation est de permettre au plus grand nombre d’apprendre en s’amusant  dans la tradition des « Makers »  tout en découvrant les nouvelles technologies.,https://www.ludylab.fr/wp-content/uploads/2017/07/logo-ludylab-blanc-orange-header.png,https://www.ludylab.fr/wp-content/uploads/2019/06/coworking_01-1024x576.jpg,SARL/SAS/SA,NON,85,46.922171,-0.962117,2 Rue du Bocage 85500 Chanverrie,0.7,housenumber,85048_0015_00002,2,Rue du Bocage,,85500,Chanverrie,85  Vendée  Pays de la Loire,85302,85048,Chambretaud,,46.922171,-0.962117,,D,,O,,Découvrir collectivement,,Œuvrer ensemble,-Découvrir collectivement--Œuvrer ensemble,Vendée,Chanverrie
pingcarto58_,le-moulin-creatif,CAP Tiers-Lieux,CAP Tiers-Lieux,CAPTL,CAPTL,Le Moulin créatif,4 rue Saint-Exupéry 85600 Saint-Hilaire-De-Loulay,https://www.facebook.com/lemoulincreatif/,Professionnels – Citoyens,T,Un bâtiment en bordure du centre-ville  proche de la gare de Montaigu  avec un esprit industriel assumé. Un lieu parfait pour entreprendre autrement dans une ambiance collaborative et conviviale. Un projet qui met l'humain au cœur de l'économie et qui encourage l'émergence d'initiatives innovantes  qui réinvente notre manière de travailler.,https://scontent-cdt1-1.xx.fbcdn.net/v/t31.0-8/p960x960/27982981_1699214226806694_8108740378968114646_o.jpg?_nc_cat=103&_nc_ohc=zdKWS2HiVZkAQnVJR22ijXh8QMZvNO-VTDQP7hsPfdu39ndyNK-fnENow&_nc_ht=scontent-cdt1-1.xx&oh=a26011df07c18f41e6ef517a81bb18fa&oe=5E4A01D2,,Association,NON,85,46.980371,-1.330094,4 Rue St Exupery 85600 Montaigu-Vendée,0.41,housenumber,85224_0067_00004,4,Rue St Exupery,,85600,Montaigu-Vendée,85  Vendée  Pays de la Loire,85146,85224,Saint-Hilaire-de-Loulay,,46.980371,-1.330094,T,,,,Renouveler le travail,,,,Renouveler le travail---,Vendée,Montaigu-Vendée
pingcarto59_,le-boc@l,PiNG – CAP Tiers-Lieux – CGET,PiNG – CAP Tiers-Lieux – France Tiers-Lieux,PiNG-CAPTL-CGET,PiNG-CAPTL-FTL,Le boc@l,Centre social du chemillois 5 rue de la Gabradière 49120 Chemillé en Anjou,https://bocal.csc49.fr/,Professionnels – Citoyens,T-O-D,Le fablab de Chemillé est un atelier de fabrication numérique où l’on peut utiliser des machines de découpe  des imprimantes 3D … permettant de travailler sur des matériaux variés : plastique  bois  carton  vinyle  … afin de créer toute sorte d’objet grâce à la conception assistée par ordinateur ou à l’électronique. Le fablab est aussi un lieu d’échange de compétences techniques. ,https://bocal.csc49.fr/wp-content/themes/Lucid2/bandeau.png,,Association,OUI,49,47.281416,-0.731534,5 Rue du Val de Loire (la Jumellière) 49120 Chemillé-en-Anjou,0.58,housenumber,49092_2005_00005,5,Rue du Val de Loire (la Jumellière),,49120,Chemillé-en-Anjou,49  Maine-et-Loire  Pays de la Loire,49092,49169,La Jumellière,,47.281416,-0.731534,T,D,,O,Renouveler le travail,Découvrir collectivement,,Œuvrer ensemble,Renouveler le travail-Découvrir collectivement--Œuvrer ensemble,Maine-et-Loire,Chemillé-en-Anjou
pingcarto60_,weforge-angers,CGET,France Tiers-Lieux,CGET,FTL,Weforge Angers,25 rue Lenepveu 49000 Angers,http://www.weforge.fr/,Professionnels,T,Weforge  surnommée The BANZAIII Camp  est une structure 100 % privée qui  depuis 2013  accompagne les porteurs de projet dans leur réussite en mettant à leur disposition des locaux et en organisant régulièrement des événements networking et des workshops thématiques  des mises en relation avec des réseaux d’entrepreneurs  de clients  d’investisseurs et de prestataires.,https://www.weforge.fr/wn/project/images/weforge-global-logo.png,https://www.weforge.fr/storage/2020/02/page-a-propos.jpg,SARL/SAS/SA,NON,49,47.472107,-0.551202,25 Rue Lenepveu 49100 Angers,0.85,housenumber,49007_4750_00025,25,Rue Lenepveu,,49100,Angers,49  Maine-et-Loire  Pays de la Loire,49007,,,,47.472107,-0.551202,T,,,,Renouveler le travail,,,,Renouveler le travail---,Maine-et-Loire,Angers
pingcarto61_,espace-oasis,CGET,France Tiers-Lieux,CGET,FTL,Espace OASIS,1 Rue Saint Samson 49100 Angers,https://oasisangers.wixsite.com/espaceoasis,Professionnels,T,Espace de coworking à Angers.,https://static.wixstatic.com/media/746533_1fbb414e8811470e9ab9e17878d49426~mv2_d_5312_2988_s_4_2.jpg/v1/fill/w_920 h_523 al_c q_85 usm_0.66_1.00_0.01/746533_1fbb414e8811470e9ab9e17878d49426~mv2_d_5312_2988_s_4_2.webp,,SARL/SAS/SA,NON,49,47.476745,-0.5433,1 Rue Saint-Samson 49100 Angers,0.97,housenumber,49007_7345_00001,1,Rue Saint-Samson,,49100,Angers,49  Maine-et-Loire  Pays de la Loire,49007,,,,47.476745,-0.5433,T,,,,Renouveler le travail,,,,Renouveler le travail---,Maine-et-Loire,Angers
pingcarto62_,espace-oasis-2,CGET,France Tiers-Lieux,CGET,FTL,Espace OASIS 2,12 Rue Saint Maurille 49100 Angers,https://oasisangers.wixsite.com/espaceoasis,Professionnels,T,Espace de coworking à Angers.,https://static.wixstatic.com/media/746533_1fbb414e8811470e9ab9e17878d49426~mv2_d_5312_2988_s_4_2.jpg/v1/fill/w_920 h_523 al_c q_85 usm_0.66_1.00_0.01/746533_1fbb414e8811470e9ab9e17878d49426~mv2_d_5312_2988_s_4_2.webp,,SARL/SAS/SA,NON,49,47.471331,-0.5497,12 Rue Saint-Maurille 49100 Angers,0.97,housenumber,49007_7310_00012,12,Rue Saint-Maurille,,49100,Angers,49  Maine-et-Loire  Pays de la Loire,49007,,,,47.471331,-0.5497,T,,,,Renouveler le travail,,,,Renouveler le travail---,Maine-et-Loire,Angers
pingcarto63_,synerj,CGET,France Tiers-Lieux,CGET,FTL,SynerJ,12 place Imbach 49100 Angers,http://www.angers.fr/vivre-a-angers/jeunes-a-angers/le-j-angers-connectee-jeunesse/synerj-l-espace-de-coworking-du-j/index.html,Professionnels,T,Un nouvel espace de travail partagé  proposé par la ville d'Angers  installé au sein du J  pour les habitants de la communauté urbaine d’ALM  travaillant dans le numérique  télétravailleurs  créatifs  jeunes entreprises… ,http://www.angers.fr/fileadmin/plugin/tx_dcdfal/_processed_/csm_logo-synerj-v3_7e31fde4b7.gif,http://www.angers.fr/uploads/pics/synerj.jpg,Association,NON,49,47.473792,-0.548854,12 Place Louis Imbach 49100 Angers,0.81,housenumber,49007_4970_00012,12,Place Louis Imbach,,49100,Angers,49  Maine-et-Loire  Pays de la Loire,49007,,,,47.473792,-0.548854,T,,,,Renouveler le travail,,,,Renouveler le travail---,Maine-et-Loire,Angers
pingcarto64_,espace-co-49,CGET,France Tiers-Lieux,CGET,FTL,ESPACE CO 49,6 Rue René Brémont 49100 Angers,https://www.espaceco49.com/,Professionnels,T,Espace pour les indépendants  auto-entrepreneurs  cadres en télétravail  créateurs  TPEs… qui souhaitent rejoindre un espace de travail inspirant   créatif et relationnel pour 1 jour  1 semaine  1 mois et plus  accueillir leurs clients pour valoriser leur travail et développer leur business. ,https://static.wixstatic.com/media/6188c2_774f8ee2384d4d65bc427c5f8dd0dbfe~mv2.png/v1/fill/w_149 h_120 al_c q_80 usm_0.66_1.00_0.01/logoespaceco49-wix.webp,https://raw.githubusercontent.com/co-demos/PING-carto/master/photos/espaceco49.jpg,SARL/SAS/SA,NON,49,47.465918,-0.559505,6 Rue René Bremont 49100 Angers,0.97,housenumber,49007_6730_00006,6,Rue René Bremont,,49100,Angers,49  Maine-et-Loire  Pays de la Loire,49007,,,,47.465918,-0.559505,T,,,,Renouveler le travail,,,,Renouveler le travail---,Maine-et-Loire,Angers
pingcarto65_,le-122---pai-pai,CAP Tiers-Lieux,CAP Tiers-Lieux,CAPTL,CAPTL,Le 122 - Paï Paï,122 Rue de la Chalouère 49100 Angers,https://assopaipai.org/,Professionnels – Citoyens,T-O-D,Tiers-lieu éducatif  numérique et culturel porté par l'association Paï Paï en partenariat avec les collectivités locales. Ce bâtiment réunit un lieu de vie (bar  restauration)  un espace d'accueil et d'animation  des espaces média (vidéo  son)  des salles d'ateliers pédagogiques (arts-plastiques  numérique  musical)  les bureaux de l'association  des espaces de co-working et une salle de réunion.,https://assopaipai.org/sites/assopaipai.org/files/logo_0_1.png,https://d2homsd77vx6d2.cloudfront.net/cache/a/f/af0d81199cc7a8f0f7d2efd15d9f2fd2.png,Association,OUI,49,47.48428,-0.534164,122 Rue de la Chalouère 49100 Angers,0.98,housenumber,49007_1480_00122,122,Rue de la Chalouère,,49100,Angers,49  Maine-et-Loire  Pays de la Loire,49007,,,,47.48428,-0.534164,T,D,,O,Renouveler le travail,Découvrir collectivement,,Œuvrer ensemble,Renouveler le travail-Découvrir collectivement--Œuvrer ensemble,Maine-et-Loire,Angers
pingcarto66_,villa-angers-french-tech,CAP Tiers-Lieux,CAP Tiers-Lieux,CAPTL,CAPTL,Villa Angers French Tech,8 place Monseigneur Rumeau 49100 Angers,https://www.angersfrenchtech.com/nos-offres/tiers-lieu/,Professionnels – Citoyens,T-D,Lieu de rassemblement  hébergement et évènementiel  de l'écosystème Tech (digital  électronique) angevin,https://www.angersfrenchtech.com/wp-content/uploads/2019/09/logo-angers-french-tech-horizontal-blanc-fond-transparent-.png,https://raw.githubusercontent.com/co-demos/PING-carto/master/photos/angers_french_tech.jpg,SCIC ou SCOP,NON,49,47.468597,-0.562892,8 Place Monseigneur Rumeau 49100 Angers,0.97,housenumber,49007_5590_00008,8,Place Monseigneur Rumeau,,49100,Angers,49  Maine-et-Loire  Pays de la Loire,49007,,,,47.468597,-0.562892,T,D,,,Renouveler le travail,Découvrir collectivement,,,Renouveler le travail-Découvrir collectivement--,Maine-et-Loire,Angers
pingcarto67_,le-roch-lab,CAP Tiers-Lieux,CAP Tiers-Lieux,CAPTL,CAPTL,Le Roch'Lab,ZA les Gours  49190 Rochefort sur Loire,https://lerochlab.fr/,Professionnels – Citoyens,T-O-D,Tiers-lieu en naissance  culturel et créatif  lieu de partage d'activités pour métiers créatifs (coworking  expos  événements  transmission de savoir  mutualisation  sensibilisation au ré-emploi  promotion de l'économie circulaire créative),https://lerochlab.fr/wp-content/uploads/2018/08/logo-rochlab-blanc-sans-texte.png,https://lerochlab.fr/wp-content/uploads/2019/02/3114-585x390.jpg,Association,NON,49,47.354019,-0.654279,Les Treilles 49190 Rochefort-sur-Loire,0.62,street,49259_f6ndpj,,Les Treilles,,49190,Rochefort-sur-Loire,49  Maine-et-Loire  Pays de la Loire,49259,,,,47.354019,-0.654279,T,D,,O,Renouveler le travail,Découvrir collectivement,,Œuvrer ensemble,Renouveler le travail-Découvrir collectivement--Œuvrer ensemble,Maine-et-Loire,Rochefort-sur-Loire
pingcarto68_,centrale-7,PiNG-CAP Tiers-Lieux,PiNG-CAP Tiers-Lieux,PiNG-CAPTL,PiNG-CAPTL,Centrale 7,Rue du Carreau de Bois II Nyoiseau 49500 Segré-en-Anjou Bleu,http://centrale7.net,Professionnels – Citoyens,T-O-D,Installée depuis 2006 sur la friche industrielle des anciennes Mines de Fer de Segré-en-Anjou Bleu  l'association Centrale 7 propose des ateliers aux artistes  collectifs  compagnies... et travaille à la création et à la diffusion artistique en milieu rural.,,http://centrale7.net/wordpress/wp-content/uploads/2014/01/atelier.jpg,Association,NON,49,47.702082,-0.929789,Rue du Carreau (Nyoiseau) 49500 Segré-en-Anjou Bleu,0.78,locality,49233_0057,,Rue du Carreau (Nyoiseau),,49500,Segré-en-Anjou Bleu,49  Maine-et-Loire  Pays de la Loire,49331,49233,Nyoiseau,,47.702082,-0.929789,T,D,,O,Renouveler le travail,Découvrir collectivement,,Œuvrer ensemble,Renouveler le travail-Découvrir collectivement--Œuvrer ensemble,Maine-et-Loire,Segré-en-Anjou Bleu
pingcarto69_,c-est-bio-l-anjou,CAP Tiers-Lieux,CAP Tiers-Lieux,CAPTL,CAPTL,C'est Bio l'Anjou,56 Avenue d'Angers 49190 Rochefort-sur-Loire,https://www.facebook.com/cestbiolanjou/,Professionnels – Citoyens,T-O-D,Cuisine collaborative réunissant acteurs bio du territoire - éleveurs  traiteurs  formateurs  cuisiniers - pour mutualiser le matériel et croiser les réseaux en réponse à la crise écologique  dans un esprit d'entraide.,https://scontent-cdt1-1.xx.fbcdn.net/v/t1.0-9/53403655_303827100306419_6440642492185444352_n.png?_nc_cat=100&_nc_ohc=KeJygtakPiIAQm7QvSualAHppMlo2XhQdxZ_o4Ny_1cl-N06Ehn5mVUPA&_nc_ht=scontent-cdt1-1.xx&oh=e572e5778c3bfab884a645c17e878fee&oe=5E47A804,https://raw.githubusercontent.com/co-demos/PING-carto/master/photos/Cest_bio_lanjou.jpg,Autre,OUI,49,47.359087,-0.649008,56 Avenue d’Angers 49190 Rochefort-sur-Loire,0.96,housenumber,49259_0024_00056,56,Avenue d’Angers,,49190,Rochefort-sur-Loire,49  Maine-et-Loire  Pays de la Loire,49259,,,,47.359087,-0.649008,T,D,,O,Renouveler le travail,Découvrir collectivement,,Œuvrer ensemble,Renouveler le travail-Découvrir collectivement--Œuvrer ensemble,Maine-et-Loire,Rochefort-sur-Loire
pingcarto70_,ssricolab,PiNG,PiNG,PiNG,PiNG,ßricoLab,"8  Rue de Bellevue 49800 Loire-Authion
",http://bricolab.aicla.fr/,Citoyens,O-D,"BricoLab’= Brico + Collaboratif + Loire Authion + Laboratoire. Depuis quelques temps  l’AIDAL et ses bénévoles tentent de mettre en place un lieu de bricolage collaboratif sur Loire-Authion  dans la lignée des fablabs  lieux où l’on fait soi-même avec les autres  autour de la fabrication et de la création numérique. 
C’est un lieu de rencontre et d’échange  utilisé par les amateurs (habitants  artistes  entrepreneurs locaux  jeunes  retraités  homes  femmes…)
Le BricoLab’ prône le partage des connaissances  les savoir-faire  le faire soi-même et le savoir collectif. Il œuvre à la liberté et à l’autonomie de chacun dans une égalité devant les connaissances. Il réhabilite le travail manuel toujours sous-estimé dans notre société etpermet d’apprendre par la pratique.",http://bricolab.aicla.fr/logo_bricolab.jpg,,Association,OUI,49,47.47356,-0.346683,Rue de Bellevue 49800 Loire-Authion,0.91,street,49106_0022,,Rue de Bellevue,,49800,Loire-Authion,49  Maine-et-Loire  Pays de la Loire,49307,49106,Corné,,47.47356,-0.346683,,D,,O,,Découvrir collectivement,,Œuvrer ensemble,-Découvrir collectivement--Œuvrer ensemble,Maine-et-Loire,Loire-Authion
pingcarto71_,centre-social-l-atelier,PiNG,PiNG,PiNG,PiNG,Centre Social l'Atelier,5 rue de Savennières 49170 St-Georges sur Loire,https://latelier.centres-sociaux.fr/,Citoyens,O-D,L’Atelier est une association d’habitants  accompagnée par des professionnels  dont l’objectif est de développer socialement le territoire. Sa mission première consiste à appuyer les initiatives des habitants pour répondre à leurs besoins. Située à Saint Georges sur Loire  elle rayonne sur 9 communes : Champtocé sur Loire  Saint Georges sur Loire  Saint Germain des Prés  La Possonnière  Savennières  Béhuard  Saint Martin du Fouilloux  Saint Léger des Bois et Saint Jean de Linières  avec une population de 16 000 personnes. L’association porte notamment un cybercentre  un repair café  et une Maison de Services Au Public.,https://latelier.centres-sociaux.fr/files/2017/12/logo-latelier-blanc.jpg,,Association,NON,49,47.406964,-0.757777,5 Rue de Savennières 49170 Saint-Georges-sur-Loire,0.86,housenumber,49283_0101_00005,5,Rue de Savennières,,49170,Saint-Georges-sur-Loire,49  Maine-et-Loire  Pays de la Loire,49283,,,,47.406964,-0.757777,,D,,O,,Découvrir collectivement,,Œuvrer ensemble,-Découvrir collectivement--Œuvrer ensemble,Maine-et-Loire,Saint-Georges-sur-Loire
pingcarto72_,centre-social-espace-baugeois,PiNG,PiNG,PiNG,PiNG,Centre social ESPACE Baugeois,Square du pont des fées Baugé 49150 Baugé en Anjou,https://www.espacebaugeois.org,Citoyens,O-D,Le Centre Social ESPACE Baugeois développe des actions s’appuyant sur des valeurs fortes de Solidarité dans une démarche d’éducation populaire. Il accueille de nombreux projets créateurs de liens comme un Cybercentre et un Repair Café.,,,Association,NON,49,47.537981,-0.098041,Square du Pont des Fees (Baugé) 49150 Baugé-en-Anjou,0.95,locality,49018_1582,,Square du Pont des Fees (Baugé),,49150,Baugé-en-Anjou,49  Maine-et-Loire  Pays de la Loire,49018,49018,Baugé,,47.537981,-0.098041,,D,,O,,Découvrir collectivement,,Œuvrer ensemble,-Découvrir collectivement--Œuvrer ensemble,Maine-et-Loire,Baugé-en-Anjou
pingcarto73_,regus-express-le-mans,CGET,France Tiers-Lieux,CGET,FTL,Regus Express Le Mans,Place du 8 Mai 1945 72000 Le Mans,http://www.regus.fr/locations/office-space/le-mans-gare-sncf-regus-express,Professionnels,T,Le centre de la Gare du Mans est idéalement situé dans la gare TGV  au cœur du quartier d'affaires de la ville. Il offre des espaces permettant de travailler en toute tranquillité et aux collaborateurs itinérants voyageant en train de bénéficier d'un environnement professionnel doté de tout ce dont ils ont besoin.,https://www.regus.fr/Images/regus-logo-black-red-blob@2x.png,https://www.justacote.com/photos_entreprises/regus---le-mans--gare-sncf--regus-express-le-mans-5994ca474e593.jpg,SARL/SAS/SA,NON,72,47.995905,0.191932,Place du 8-Mai-1945 72000 Le Mans,0.97,street,72181_2732,,Place du 8-Mai-1945,,72000,Le Mans,72  Sarthe  Pays de la Loire,72181,,,,47.995905,0.191932,T,,,,Renouveler le travail,,,,Renouveler le travail---,Sarthe,Le Mans
